common,strat_id,psu_id,id_code,MODE_FX,AREA_X,ST,SUB_REG,WAVE,year,month,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,tot_cat,wgt_ab1,tot_len,Landing,VAR_ID,ARX_METHOD,ALT_FLAG,fl_reg,wp_catch_precal,wp_int,wp_catch
WINTER FLOUNDER,19816498211we,100671981110811704,1006719811108015,3,5,9,4,6,1981,11,we,8857042001,0.625,1.25,0,1,0,2,175.625,0.125,0,0,1.875,0.125,175.625,0.625,19816498211we,,0,8,2528.595546,10306.032018,10306.032018
WINTER FLOUNDER,19816498111we,1006819811108123,1006819811108002,3,5,9,4,6,1981,11,we,8857042001,7.3684210526,0,0,7,0,0,1625,0.7,0,0,7.3684210526,0.7,1625,7.3684210526,19816498111we,,0,8,0,0,0
WINTER FLOUNDER,19816498211we,100671981110811704,1006719811108012,3,5,9,4,6,1981,11,we,8857042001,0,1.25,0,0,0,1,0,0,0,0,1.25,0,0,0,19816498211we,,0,8,2528.595546,10306.032018,10306.032018
WINTER FLOUNDER,19816498111we,1006819811108123,1006819811108006,3,5,9,4,6,1981,11,we,8857042001,1.0526315789,0,0,1,0,0,210,0.1,0,0,1.0526315789,0.1,210,1.0526315789,19816498111we,,0,8,0,0,0
WINTER FLOUNDER,19816498111we,100671981110811644,1006719811108003,3,5,9,4,6,1981,11,we,8857042001,0,2.21875,0,0,0,3,0,0,0,0,2.21875,0,0,0,19816498111we,,0,8,0,0,0
WINTER FLOUNDER,19816498211we,100671981110811704,1006719811108017,3,5,9,4,6,1981,11,we,8857042001,0,1,0,0,0,1,0,0,0,0,1,0,0,0,19816498211we,,0,8,2528.595546,10306.032018,10306.032018
WINTER FLOUNDER,19816498111we,100671981112211213,1006719811122001,3,5,9,4,6,1981,11,we,8857042001,0,0,2,0,2,0,0,0,440,0.2,2,0.2,440,2,19816498111we,,0,8,0,0,0
WINTER FLOUNDER,19816498111we,100671981112811661,1006719811128003,3,5,9,4,6,1981,11,we,8857042001,1.0526315789,1,0,1,0,1,335,0.5,0,0,2.0526315789,0.5,335,1.0526315789,19816498111we,,0,8,0,0,0
WINTER FLOUNDER,19816498111we,1006819811129123,1006819811129001,3,5,9,4,6,1981,11,we,8857042001,5.2631578947,0,0,5,0,0,1021.5077301,0.5,0,0,5.2631578947,0.5,1021.5077301,5.2631578947,19816498111we,,0,8,0,0,0
WINTER FLOUNDER,19816498211we,100671981110811704,1006719811108013,3,5,9,4,6,1981,11,we,8857042001,0,1.25,0,0,0,1,0,0,0,0,1.25,0,0,0,19816498211we,,0,8,2528.595546,10306.032018,10306.032018
WINTER FLOUNDER,19816498111we,100671981112811661,1006719811128005,3,5,9,4,6,1981,11,we,8857042001,0,0,2,0,2,0,0,0,408.60309204,0.2,2,0.2,408.60309204,2,19816498111we,,0,8,0,0,0
,19816498711we,100671981110811644,1006719811108001,7,5,9,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19816498711we,,0,8,10528.386302,24587.860483,24587.860483
WINTER FLOUNDER,19816498711we,100671981112811673,1006719811128007,7,5,9,4,6,1981,11,we,8857042001,7,0,0,7,0,0,4179,12.6,0,0,7,12.6,4179,7,19816498711we,,0,8,10528.386302,24587.860483,24587.860483
WINTER FLOUNDER,19816498711we,100671981110811644,1006719811108002,7,5,9,4,6,1981,11,we,8857042001,1,0,0,1,0,0,305,0.3,0,0,1,0.3,305,1,19816498711we,,0,8,10528.386302,24587.860483,24587.860483
,198164238211we,102261981112231994,1022619811122004,3,5,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238211we,,0,8,0,0,0
,198164238211we,102261981112231994,1022619811122006,3,5,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238211we,,0,8,0,0,0
,198164238211we,102261981112231994,1022619811122005,3,5,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238211we,,0,8,0,0,0
,198164238211we,102261981112231994,1022619811122002,3,5,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238211we,,0,8,0,0,0
,198164238211we,102261981112231994,1022619811122003,3,5,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238211we,,0,8,0,0,0
,198164238211we,102261981112231994,1022619811122008,3,5,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238211we,,0,8,0,0,0
,198164238212wd,100751981122829963,1007519811228002,3,5,23,4,6,1981,12,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238212wd,,0,8,0,0,0
,198164238211we,102261981112231994,1022619811122001,3,5,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238211we,,0,8,0,0,0
ATLANTIC SALMON,198164238211we,102261981112231994,1022619811122007,3,5,23,4,6,1981,11,we,8755010305,0,1,0,0,0,1,0,0,0,0,1,0,0,0,198164238211we,,0,8,0,0,0
ATLANTIC TOMCOD,198164238212wd,100751981122829963,1007519811228008,3,5,23,4,6,1981,12,wd,8791030602,4,0,0,4,0,0,1020,0.4,0,0,4,0.4,1020,4,198164238212wd,,0,8,0,0,0
ATLANTIC TOMCOD,198164238212wd,100751981122829963,1007519811228007,3,5,23,4,6,1981,12,wd,8791030602,1,0,0,1,0,0,250,0.1,0,0,1,0.1,250,1,198164238212wd,,0,8,0,0,0
POLLOCK,198164238111we,102261981110831994,1022619811108001,3,5,23,4,6,1981,11,we,8791030901,6,0,0,6,0,0,1885,0.9,0,0,6,0.9,1885,6,198164238111we,,0,8,1461.2244898,20601.738222,20601.738222
,198164238711wd,100751981112529816,1007519811125003,7,1,23,4,6,1981,11,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
,198164238711wd,100751981112529816,1007519811125011,7,1,23,4,6,1981,11,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
,198164238711we,10075198111149912,1007519811114006,7,1,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125013,7,1,23,4,6,1981,11,wd,8791030402,0,0,2,0,2,0,0,0,1100,3,2,3,1100,2,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125012,7,1,23,4,6,1981,11,wd,8791030402,0,0,2,0,2,0,0,0,1100,3,2,3,1100,2,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125007,7,1,23,4,6,1981,11,wd,8791030402,0,0,2,0,2,0,0,0,1100,3,2,3,1100,2,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125010,7,1,23,4,6,1981,11,wd,8791030402,3.6923076923,0,0,4,0,0,1790,4.5,0,0,3.6923076923,4.5,1790,3.6923076923,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
ATLANTIC COD,198164238711we,10075198111149912,1007519811114014,7,1,23,4,6,1981,11,we,8791030402,0,2,0,0,0,2,0,0,0,0,2,0,0,0,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
ATLANTIC COD,198164238711we,100751981110729809,1007519811107001,7,1,23,4,6,1981,11,we,8791030402,0,1,8,0,8,1,0,0,4080,10.72,9,10.72,4080,8,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
ATLANTIC COD,198164238711we,100751981110729809,1007519811107002,7,1,23,4,6,1981,11,we,8791030402,0,0,4,0,4,0,0,0,2200,6,4,6,2200,4,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
ATLANTIC COD,198164238711we,1007519811114953,1007519811114001,7,1,23,4,6,1981,11,we,8791030402,0.9230769231,0,0,1,0,0,600,2,0,0,0.9230769231,2,600,0.9230769231,198164238711we,,0,8,43.822135113,172.25565939,172.25565939
CUNNER,198164238711we,1007519811114953,1007519811114001,7,1,23,4,6,1981,11,we,8839010201,0,10,0,0,0,10,0,0,0,0,10,0,0,0,198164238711we,,0,8,43.822135113,172.25565939,172.25565939
CUNNER,198164238711we,10075198111149912,1007519811114010,7,1,23,4,6,1981,11,we,8839010201,0,0,1,0,1,0,0,0,150,0.1,1,0.1,150,1,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
LONGHORN SCULPIN,198164238711we,10075198111149912,1007519811114011,7,1,23,4,6,1981,11,we,8831022209,0.9230769231,0,0,1,0,0,290,0.2,0,0,0.9230769231,0.2,290,0.9230769231,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
LONGHORN SCULPIN,198164238711wd,100751981112529816,1007519811125009,7,1,23,4,6,1981,11,wd,8831022209,0,0,1,0,1,0,0,0,290,0.5,1,0.5,290,1,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
LONGHORN SCULPIN,198164238711we,10075198111149912,1007519811114005,7,1,23,4,6,1981,11,we,8831022209,0,0,3,0,3,0,0,0,1120,3,3,3,1120,3,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
LONGHORN SCULPIN,198164238711we,10075198111149912,1007519811114012,7,1,23,4,6,1981,11,we,8831022209,0,0,5,0,5,0,0,0,1850,5.2,5,5.2,1850,5,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
LONGHORN SCULPIN,198164238711we,10075198111149912,1007519811114010,7,1,23,4,6,1981,11,we,8831022209,0,0,2,0,2,0,0,0,580,0.6,2,0.6,580,2,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
LONGHORN SCULPIN,198164238711wd,100751981112529816,1007519811125012,7,1,23,4,6,1981,11,wd,8831022209,0,2,0,0,0,2,0,0,0,0,2,0,0,0,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
LONGHORN SCULPIN,198164238711wd,100751981112529816,1007519811125001,7,1,23,4,6,1981,11,wd,8831022209,0,0,1,0,1,0,0,0,315,0.5,1,0.5,315,1,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
LONGHORN SCULPIN,198164238711wd,100751981112529816,1007519811125013,7,1,23,4,6,1981,11,wd,8831022209,0,2,0,0,0,2,0,0,0,0,2,0,0,0,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
LONGHORN SCULPIN,198164238711wd,100751981112529816,1007519811125008,7,1,23,4,6,1981,11,wd,8831022209,0,0,1,0,1,0,0,0,300,0.5,1,0.5,300,1,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
LONGHORN SCULPIN,198164238711wd,100751981112529816,1007519811125007,7,1,23,4,6,1981,11,wd,8831022209,0,0,1,0,1,0,0,0,262,0.4,1,0.4,262,1,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
LONGHORN SCULPIN,198164238712wd,10075198112149912,1007519811214002,7,1,23,4,6,1981,12,wd,8831022209,0,0,20,0,20,0,0,0,6888,12.8,20,12.8,6888,20,198164238712wd,,0,8,43.822135113,200.77896537,200.77896537
POLLOCK,198164238711we,100751981110729809,1007519811107002,7,1,23,4,6,1981,11,we,8791030901,0,0,1,0,1,0,0,0,630,2,1,2,630,1,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SCULPIN FAMILY,198164238711we,10075198111149912,1007519811114008,7,1,23,4,6,1981,11,we,8831020000,0,0,12,0,12,0,0,0,0,0,12,0,0,12,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SCULPIN FAMILY,198164238711we,10075198111149912,1007519811114014,7,1,23,4,6,1981,11,we,8831020000,0,18,0,0,0,18,0,0,0,0,18,0,0,0,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SCULPIN FAMILY,198164238711we,1007519811114953,1007519811114001,7,1,23,4,6,1981,11,we,8831020000,0,15,0,0,0,15,0,0,0,0,15,0,0,0,198164238711we,,0,8,43.822135113,172.25565939,172.25565939
SCULPIN FAMILY,198164238711we,10075198111149912,1007519811114010,7,1,23,4,6,1981,11,we,8831020000,0,0,12,0,12,0,0,0,0,0,12,0,0,12,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SCULPIN FAMILY,198164238711wd,100751981112529816,1007519811125010,7,1,23,4,6,1981,11,wd,8831020000,0,8,0,0,0,8,0,0,0,0,8,0,0,0,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
SCULPIN FAMILY,198164238711we,10075198111149912,1007519811114011,7,1,23,4,6,1981,11,we,8831020000,0,0,14,0,14,0,0,0,0,0,14,0,0,14,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SEA LAMPREY,198164238711we,10075198111149912,1007519811114008,7,1,23,4,6,1981,11,we,8603010301,0,0,4,0,4,0,0,0,0,0,4,0,0,4,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SEA RAVEN,198164238711we,10075198111149912,1007519811114005,7,1,23,4,6,1981,11,we,8831021503,0.9230769231,0,0,1,0,0,400,0.9,0,0,0.9230769231,0.9,400,0.9230769231,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SEA RAVEN,198164238711we,10075198111149912,1007519811114011,7,1,23,4,6,1981,11,we,8831021503,0.9230769231,0,0,1,0,0,450,1.1,0,0,0.9230769231,1.1,450,0.9230769231,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SHORTHORN SCULPIN,198164238711wd,100751981112529816,1007519811125013,7,1,23,4,6,1981,11,wd,8831022207,0,10,0,0,0,10,0,0,0,0,10,0,0,0,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
SHORTHORN SCULPIN,198164238711wd,100751981112529816,1007519811125001,7,1,23,4,6,1981,11,wd,8831022207,0,0,2,0,2,0,0,0,820,2,2,2,820,2,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
SHORTHORN SCULPIN,198164238711wd,100751981112529816,1007519811125008,7,1,23,4,6,1981,11,wd,8831022207,0,0,7,0,7,0,0,0,2632,5.32,7,5.32,2632,7,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
SHORTHORN SCULPIN,198164238711wd,100751981112529816,1007519811125009,7,1,23,4,6,1981,11,wd,8831022207,0,0,7,0,7,0,0,0,2800,7.42,7,7.42,2800,7,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
SHORTHORN SCULPIN,198164238711wd,100751981112529816,1007519811125012,7,1,23,4,6,1981,11,wd,8831022207,0,10,0,0,0,10,0,0,0,0,10,0,0,0,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
SHORTHORN SCULPIN,198164238712wd,10075198112149912,1007519811214002,7,1,23,4,6,1981,12,wd,8831022207,0,0,10,0,10,0,0,0,4250,11,10,11,4250,10,198164238712wd,,0,8,43.822135113,200.77896537,200.77896537
SHORTHORN SCULPIN,198164238711we,10075198111149912,1007519811114012,7,1,23,4,6,1981,11,we,8831022207,0,0,3,0,3,0,0,0,1230,3.3,3,3.3,1230,3,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SHORTHORN SCULPIN,198164238712wd,100751981121029968,1007519811210001,7,1,23,4,6,1981,12,wd,8831022207,0,0,10,0,10,0,0,0,4080,11,10,11,4080,10,198164238712wd,,0,8,43.822135113,265.97472631,265.97472631
SHORTHORN SCULPIN,198164238711we,10075198111149912,1007519811114008,7,1,23,4,6,1981,11,we,8831022207,1.8461538462,0,0,2,0,0,835,2.1,0,0,1.8461538462,2.1,835,1.8461538462,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SHORTHORN SCULPIN,198164238711we,10075198111149912,1007519811114013,7,1,23,4,6,1981,11,we,8831022207,0,0,26,0,26,0,0,0,10764,26.52,26,26.52,10764,26,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SHORTHORN SCULPIN,198164238711we,10075198111149912,1007519811114011,7,1,23,4,6,1981,11,we,8831022207,4.6153846154,0,0,5,0,0,1995,4.9,0,0,4.6153846154,4.9,1995,4.6153846154,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SHORTHORN SCULPIN,198164238711we,10075198111149912,1007519811114005,7,1,23,4,6,1981,11,we,8831022207,3.6923076923,0,10,4,10,0,1537.5,3.55,3843.75,8.875,13.692307692,12.425,5381.25,13.692307692,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SHORTHORN SCULPIN,198164238711we,10075198111149912,1007519811114007,7,1,23,4,6,1981,11,we,8831022207,0,0,15,0,15,0,0,0,6000,15,15,15,6000,15,198164238711we,,0,8,43.822135113,130.03232883,130.03232883
SHORTHORN SCULPIN,198164238711wd,100751981112529816,1007519811125007,7,1,23,4,6,1981,11,wd,8831022207,0,0,6,0,6,0,0,0,2394,5.4,6,5.4,2394,6,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
SHORTHORN SCULPIN,198164238711wd,100751981112529816,1007519811125002,7,1,23,4,6,1981,11,wd,8831022207,0,0,3,0,3,0,0,0,1245,3.1,3,3.1,1245,3,198164238711wd,,0,8,43.822135113,200.77896537,200.77896537
,198164238711wd,100751981112529816,1007519811125015,7,2,23,4,6,1981,11,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
,198164238711we,10075198111149998,1007519811114004,7,2,23,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164238711we,,0,8,43.822135111,41.621720838,41.621720838
ATLANTIC COD,198164238711we,10075198111149998,1007519811114003,7,2,23,4,6,1981,11,we,8791030402,1,0,0,1,0,0,550,1.5,0,0,1,1.5,550,1,198164238711we,,0,8,43.822135111,41.621720838,41.621720838
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125014,7,2,23,4,6,1981,11,wd,8791030402,0,0,1,0,1,0,0,0,550,1.5,1,1.5,550,1,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
ATLANTIC COD,198164238712wd,100751981121429912,1007519811214001,7,2,23,4,6,1981,12,wd,8791030402,0,0,1,0,1,0,0,0,550,1.5,1,1.5,550,1,198164238712wd,,0,8,43.822135111,64.266833654,64.266833654
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125004,7,2,23,4,6,1981,11,wd,8791030402,0,0,1,0,1,0,0,0,550,1.5,1,1.5,550,1,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125006,7,2,23,4,6,1981,11,wd,8791030402,0,0,1,0,1,0,0,0,550,1.5,1,1.5,550,1,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
ATLANTIC COD,198164238711wd,100751981112529816,1007519811125005,7,2,23,4,6,1981,11,wd,8791030402,0,0,1,0,1,0,0,0,550,1.5,1,1.5,550,1,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
LONGHORN SCULPIN,198164238712wd,100751981121429912,1007519811214001,7,2,23,4,6,1981,12,wd,8831022209,0,0,20,0,20,0,0,0,6748,15.2,20,15.2,6748,20,198164238712wd,,0,8,43.822135111,64.266833654,64.266833654
LONGHORN SCULPIN,198164238712wd,10075198112149912,1007519811214004,7,2,23,4,6,1981,12,wd,8831022209,0,0,15,0,15,0,0,0,4530,6.6,15,6.6,4530,15,198164238712wd,,0,8,43.822135111,48.513738684,48.513738684
SCULPIN FAMILY,198164238711we,10075198111149998,1007519811114003,7,2,23,4,6,1981,11,we,8831020000,0,10,0,0,0,10,0,0,0,0,10,0,0,0,198164238711we,,0,8,43.822135111,41.621720838,41.621720838
SCULPIN FAMILY,198164238711wd,100751981112529816,1007519811125006,7,2,23,4,6,1981,11,wd,8831020000,0,0,10,0,10,0,0,0,0,0,10,0,0,10,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
SCULPIN FAMILY,198164238711wd,100751981112529816,1007519811125005,7,2,23,4,6,1981,11,wd,8831020000,0,0,10,0,10,0,0,0,0,0,10,0,0,10,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
SCULPIN FAMILY,198164238712wd,10075198112149912,1007519811214005,7,2,23,4,6,1981,12,wd,8831020000,0,0,20,0,20,0,0,0,0,0,20,0,0,20,198164238712wd,,0,8,43.822135111,48.513738684,48.513738684
SCULPIN FAMILY,198164238711wd,100751981112529816,1007519811125004,7,2,23,4,6,1981,11,wd,8831020000,0,0,10,0,10,0,0,0,0,0,10,0,0,10,198164238711wd,,0,8,43.822135111,48.513738684,48.513738684
SEA RAVEN,198164238711we,10075198111149998,1007519811114003,7,2,23,4,6,1981,11,we,8831021503,0,5,0,0,0,5,0,0,0,0,5,0,0,0,198164238711we,,0,8,43.822135111,41.621720838,41.621720838
SHORTHORN SCULPIN,198164238712wd,10075198112149912,1007519811214004,7,2,23,4,6,1981,12,wd,8831022207,0,0,8,0,8,0,0,0,3296,8.48,8,8.48,3296,8,198164238712wd,,0,8,43.822135111,48.513738684,48.513738684
SHORTHORN SCULPIN,198164238712wd,100751981121429912,1007519811214001,7,2,23,4,6,1981,12,wd,8831022207,0,0,4,0,4,0,0,0,1605,4,4,4,1605,4,198164238712wd,,0,8,43.822135111,64.266833654,64.266833654
,198164258111we,102301981110723184,1023019811107005,3,1,25,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164258111we,,0,8,1514.2559633,9993.7945342,9993.7945342
,198164258111we,102301981110723184,1023019811107003,3,1,25,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164258111we,,0,8,1514.2559633,9993.7945342,9993.7945342
,198164258211we,10221198111011307,1022119811101002,3,1,25,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164258211we,,0,8,3635.0559127,8793.7975961,8793.7975961
,198164258111we,102301981110723184,1023019811107004,3,1,25,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164258111we,,0,8,1514.2559633,9993.7945342,9993.7945342
,198164258211we,10221198111011307,1022119811101003,3,1,25,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164258211we,,0,8,3635.0559127,8793.7975961,8793.7975961
POLLOCK,198164258111we,102301981110723184,1023019811107002,3,1,25,4,6,1981,11,we,8791030901,4,0,0,4,0,0,1400,1.7,0,0,4,1.7,1400,4,198164258111we,,0,8,1514.2559633,9993.7945342,9993.7945342
POLLOCK,198164258111we,102301981110723184,1023019811107006,3,1,25,4,6,1981,11,we,8791030901,1,0,0,1,0,0,340,0.3,0,0,1,0.3,340,1,198164258111we,,0,8,1514.2559633,9993.7945342,9993.7945342
PUFFER FAMILY,198164258111we,102301981110723184,1023019811107002,3,1,25,4,6,1981,11,we,8861010000,0,4,0,0,0,4,0,0,0,0,4,0,0,0,198164258111we,,0,8,1514.2559633,9993.7945342,9993.7945342
WINTER FLOUNDER,198164258111we,102301981110723184,1023019811107006,3,1,25,4,6,1981,11,we,8857042001,1,0,0,1,0,0,280,0.2,0,0,1,0.2,280,1,198164258111we,,0,8,1514.2559633,9993.7945342,9993.7945342
WINTER FLOUNDER,198164258211we,10221198111011307,1022119811101001,3,1,25,4,6,1981,11,we,8857042001,1,0,0,1,0,0,270,0.3,0,0,1,0.3,270,1,198164258211we,,0,8,3635.0559127,8793.7975961,8793.7975961
,198164258111we,10225198111081426,1022519811108005,3,5,25,4,6,1981,11,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198164258111we,,0,8,1514.2559633,15946.39222,15946.39222
