"Year","season","Family","Trawls","Trawls_Efforts","fam_Wt","fam_Num","famRel_Wt","famRel_Num","famERel_Wt","famERel_Num","fam_DNAweight_Wt","fam_DNAweight_Num","fam_DNAweight_Rel_Wt","fam_DNAweight_Rel_Num","fam_DNAweight_ERel_Wt","fam_DNAweight_ERel_Num","famcatchable_Wt","famcatchable_Num","famcatchable_RelWt","famcatchable_RelNum","famcatchable_ERelWt","famcatchable_ERelNum","famcatchable_DNAweight_Wt","famcatchable_DNAweight_Num","famcatchable_DNAweight_RelWt","famcatchable_DNAweight_RelNum","famcatchable_DNAweight_ERelWt","famcatchable_DNAweight_ERelNum"
1964,"FALL","POLLOCK",11,19.25,23.1,5,2.1,0.454545454545455,1.2,0.25974025974026,23.1,5,2.1,0.454545454545455,1.2,0.25974025974026,23.1,5,2.1,0.454545454545455,1.2,0.25974025974026,23.1,5,2.1,0.454545454545455,1.2,0.25974025974026
1964,"FALL","SAND LANCE",11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,"FALL","BUTTERFISH",12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,"FALL","HAKE",12,21,278.9,1155,23.2416666666667,96.25,13.2809523809524,55,66.0514285714286,213,5.50428571428571,17.75,3.14530612244898,10.1428571428571,278.9,1155,23.2416666666667,96.25,13.2809523809524,55,66.0514285714286,213,5.50428571428571,17.75,3.14530612244898,10.1428571428571
1965,"FALL","HERRING",12,21,4.2,22,0.35,1.83333333333333,0.2,1.04761904761905,4.2,20.1714285714286,0.35,1.68095238095238,0.2,0.960544217687075,4.2,22,0.35,1.83333333333333,0.2,1.04761904761905,4.2,20.1714285714286,0.35,1.68095238095238,0.2,0.960544217687075
1965,"FALL","MACKEREL",12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,"FALL","POLLOCK",12,21,38.6,12,3.21666666666667,1,1.83809523809524,0.571428571428571,38.6,12,3.21666666666667,1,1.83809523809524,0.571428571428571,38.6,12,3.21666666666667,1,1.83809523809524,0.571428571428571,38.6,12,3.21666666666667,1,1.83809523809524,0.571428571428571
1965,"FALL","SAND LANCE",12,21,0,1,0,0.0833333333333333,0,0.0476190476190476,0,1,0,0.0833333333333333,0,0.0476190476190476,0,1,0,0.0833333333333333,0,0.0476190476190476,0,1,0,0.0833333333333333,0,0.0476190476190476
1966,"FALL","BUTTERFISH",16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,"FALL","HAKE",16,28,364.6,839,22.7875,52.4375,13.0214285714286,29.9642857142857,143.011428571429,194.085714285714,8.93821428571429,12.1303571428571,5.10755102040816,6.93163265306122,364.6,839,22.7875,52.4375,13.0214285714286,29.9642857142857,143.011428571429,194.085714285714,8.93821428571429,12.1303571428571,5.10755102040816,6.93163265306122
1966,"FALL","HERRING",16,28,26.1,105,1.63125,6.5625,0.932142857142857,3.75,25.6428571428571,104.085714285714,1.60267857142857,6.50535714285714,0.915816326530612,3.71734693877551,26.1,105,1.63125,6.5625,0.932142857142857,3.75,25.6428571428571,104.085714285714,1.60267857142857,6.50535714285714,0.915816326530612,3.71734693877551
1966,"FALL","MACKEREL",16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,"FALL","POLLOCK",16,28,38.7,14,2.41875,0.875,1.38214285714286,0.5,38.7,14,2.41875,0.875,1.38214285714286,0.5,38.7,14,2.41875,0.875,1.38214285714286,0.5,38.7,14,2.41875,0.875,1.38214285714286,0.5
1966,"FALL","SAND LANCE",16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,"FALL","BUTTERFISH",13,22.75,0,1,0,0.0769230769230769,0,0.043956043956044,0,1,0,0.0769230769230769,0,0.043956043956044,0,1,0,0.0769230769230769,0,0.043956043956044,0,1,0,0.0769230769230769,0,0.043956043956044
1967,"FALL","HAKE",13,22.75,101.5,0,7.80769230769231,20.7692307692308,4.46153846153846,11.8681318681319,45.6771428571429,0,3.51362637362637,0,2.00778649921507,0,101.5,0,7.80769230769231,0,4.46153846153846,0,45.6771428571429,0,3.51362637362637,0,2.00778649921507,0
1967,"FALL","HERRING",13,22.75,11.9,56,0.915384615384615,4.30769230769231,0.523076923076923,2.46153846153846,7.32857142857143,30.4,0.563736263736264,2.33846153846154,0.322135007849294,1.33626373626374,11.9,56,0.915384615384615,4.30769230769231,0.523076923076923,2.46153846153846,7.32857142857143,30.4,0.563736263736264,2.33846153846154,0.322135007849294,1.33626373626374
1967,"FALL","MACKEREL",13,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,"FALL","POLLOCK",13,22.75,13.6,3,1.04615384615385,0.230769230769231,0.597802197802198,0.131868131868132,13.6,3,1.04615384615385,0.230769230769231,0.597802197802198,0.131868131868132,13.6,3,1.04615384615385,0.230769230769231,0.597802197802198,0.131868131868132,13.6,3,1.04615384615385,0.230769230769231,0.597802197802198,0.131868131868132
1967,"FALL","SAND LANCE",13,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"SPRING","BUTTERFISH",11,18.4333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"SPRING","HAKE",11,18.4333333333333,25.9,62,2.35454545454545,5.63636363636364,1.40506329113924,3.36347197106691,5.45142857142857,11.1142857142857,0.495584415584416,1.01038961038961,0.295737535520537,0.602944975458538,25.9,62,2.35454545454545,5.63636363636364,1.40506329113924,3.36347197106691,5.45142857142857,11.1142857142857,0.495584415584416,1.01038961038961,0.295737535520537,0.602944975458538
1968,"SPRING","HERRING",11,18.4333333333333,2.3,61,0.209090909090909,5.54545454545455,0.124773960216998,3.30922242314647,2.3,56.4285714285714,0.209090909090909,5.12987012987013,0.124773960216998,3.06122448979592,2.3,61,0.209090909090909,5.54545454545454,0.124773960216998,3.30922242314647,2.3,56.4285714285714,0.209090909090909,5.12987012987013,0.124773960216998,3.06122448979592
1968,"SPRING","MACKEREL",11,18.4333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"SPRING","POLLOCK",11,18.4333333333333,86.1,37,7.82727272727273,3.36363636363636,4.67088607594937,2.00723327305606,86.1,37,7.82727272727273,3.36363636363636,4.67088607594937,2.00723327305606,86.1,37,7.82727272727273,3.36363636363636,4.67088607594937,2.00723327305606,86.1,37,7.82727272727273,3.36363636363636,4.67088607594937,2.00723327305606
1968,"SPRING","SAND LANCE",11,18.4333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"FALL","BUTTERFISH",8,14.2916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"FALL","HAKE",8,14.2916666666667,72.1,65,9.0125,8.125,5.04489795918367,4.54810495626822,42.7114285714286,23.4285714285714,5.33892857142857,2.92857142857143,2.98855476884631,1.6393169512703,72.1,65,9.0125,8.125,5.04489795918367,4.54810495626822,42.7114285714286,23.4285714285714,5.33892857142857,2.92857142857143,2.98855476884631,1.6393169512703
1968,"FALL","HERRING",8,14.2916666666667,0,2,0,0.25,0,0.139941690962099,0,0.171428571428571,0,0.0214285714285714,0,0.0119950020824656,0,2,0,0.25,0,0.139941690962099,0,0.171428571428571,0,0.0214285714285714,0,0.0119950020824656
1968,"FALL","MACKEREL",8,14.2916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"FALL","POLLOCK",8,14.2916666666667,63.6,11,7.95,1.375,4.45014577259475,0.769679300291545,63.6,11,7.95,1.375,4.45014577259475,0.769679300291545,63.6,11,7.95,1.375,4.45014577259475,0.769679300291545,63.6,11,7.95,1.375,4.45014577259475,0.769679300291545
1968,"FALL","SAND LANCE",8,14.2916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,"SPRING","BUTTERFISH",11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,"SPRING","HAKE",11,19.25,16.4,53,1.49090909090909,4.81818181818182,0.851948051948052,2.75324675324675,9.51142857142857,24.4571428571429,0.864675324675325,2.22337662337662,0.494100185528757,1.27050092764378,16.4,53,1.49090909090909,4.81818181818182,0.851948051948052,2.75324675324675,9.51142857142857,24.4571428571429,0.864675324675325,2.22337662337662,0.494100185528757,1.27050092764378
1969,"SPRING","HERRING",11,19.25,2.4,27,0.218181818181818,2.45454545454545,0.124675324675325,1.4025974025974,2.4,10.5428571428571,0.218181818181818,0.958441558441558,0.124675324675325,0.547680890538033,2.4,27,0.218181818181818,2.45454545454545,0.124675324675325,1.4025974025974,2.4,10.5428571428571,0.218181818181818,0.958441558441559,0.124675324675325,0.547680890538033
1969,"SPRING","MACKEREL",11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,"SPRING","POLLOCK",11,19.25,25.9,14,2.35454545454545,1.27272727272727,1.34545454545455,0.727272727272727,25.9,14,2.35454545454545,1.27272727272727,1.34545454545455,0.727272727272727,25.9,14,2.35454545454545,1.27272727272727,1.34545454545455,0.727272727272727,25.9,14,2.35454545454545,1.27272727272727,1.34545454545455,0.727272727272727
1969,"SPRING","SAND LANCE",11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,"FALL","BUTTERFISH",16,27.5333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,"FALL","HAKE",16,27.5333333333333,317.9,563,19.86875,35.1875,11.546004842615,20.4479418886199,212.725714285714,258.571428571429,13.2953571428571,16.1607142857143,7.72611553095815,9.39121411276375,317.9,563,19.86875,35.1875,11.546004842615,20.4479418886199,212.725714285714,258.571428571429,13.2953571428571,16.1607142857143,7.72611553095815,9.39121411276375
1969,"FALL","HERRING",16,27.5333333333333,4.1,28,0.25625,1.75,0.148910411622276,1.01694915254237,0.351428571428571,2.4,0.0219642857142857,0.15,0.0127637495676237,0.0871670702179177,4.1,28,0.25625,1.75,0.148910411622276,1.01694915254237,0.351428571428571,2.4,0.0219642857142857,0.15,0.0127637495676237,0.0871670702179177
1969,"FALL","MACKEREL",16,27.5333333333333,0.5,3,0.03125,0.1875,0.0181598062953995,0.108958837772397,0.5,3,0.03125,0.1875,0.0181598062953995,0.108958837772397,0.5,3,0.03125,0.1875,0.0181598062953995,0.108958837772397,0.5,3,0.03125,0.1875,0.0181598062953995,0.108958837772397
1969,"FALL","POLLOCK",16,27.5333333333333,145.3,28,9.08125,1.75,5.2772397094431,1.01694915254237,145.3,28,9.08125,1.75,5.2772397094431,1.01694915254237,145.3,28,9.08125,1.75,5.2772397094431,1.01694915254237,145.3,28,9.08125,1.75,5.2772397094431,1.01694915254237
1969,"FALL","SAND LANCE",16,27.5333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,"SPRING","BUTTERFISH",14,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,"SPRING","HAKE",14,24.5,84.1,261,6.00714285714286,18.6428571428571,3.43265306122449,10.6530612244898,48.4314285714286,87.6285714285714,3.45938775510204,6.25918367346939,1.97679300291545,3.57667638483965,84.1,261,6.00714285714286,18.6428571428571,3.43265306122449,10.6530612244898,48.4314285714286,87.6285714285714,3.45938775510204,6.25918367346939,1.97679300291545,3.57667638483965
1970,"SPRING","HERRING",14,24.5,0.9,9,0.0642857142857143,0.642857142857143,0.036734693877551,0.36734693877551,0.9,6.25714285714286,0.0642857142857143,0.446938775510204,0.036734693877551,0.255393586005831,0.9,9,0.0642857142857143,0.642857142857143,0.036734693877551,0.36734693877551,0.9,6.25714285714286,0.0642857142857143,0.446938775510204,0.036734693877551,0.255393586005831
1970,"SPRING","MACKEREL",14,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,"SPRING","POLLOCK",14,24.5,74,38,5.28571428571429,2.71428571428571,3.02040816326531,1.55102040816327,74,38,5.28571428571429,2.71428571428571,3.02040816326531,1.55102040816327,74,38,5.28571428571429,2.71428571428571,3.02040816326531,1.55102040816327,74,38,5.28571428571429,2.71428571428571,3.02040816326531,1.55102040816327
1970,"SPRING","SAND LANCE",14,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,"FALL","BUTTERFISH",14,24.3833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,"FALL","HAKE",14,24.3833333333333,323,700,23.0714285714286,50,13.2467532467532,28.7081339712919,207.588571428571,226.828571428571,14.8277551020408,16.2020408163265,8.51354359925789,9.30260716726882,323,700,23.0714285714286,50,13.2467532467532,28.7081339712919,207.588571428571,226.828571428571,14.8277551020408,16.2020408163265,8.51354359925789,9.30260716726882
1970,"FALL","HERRING",14,24.3833333333333,1,21,0.0714285714285714,1.5,0.0410116199589884,0.861244019138756,0.0857142857142857,5.45714285714286,0.00612244897959184,0.389795918367347,0.00351528171077043,0.223806268919051,1,21,0.0714285714285714,1.5,0.0410116199589884,0.861244019138756,0.0857142857142857,5.45714285714286,0.00612244897959184,0.389795918367347,0.00351528171077043,0.223806268919051
1970,"FALL","MACKEREL",14,24.3833333333333,1.4,5,0.1,0.357142857142857,0.0574162679425837,0.205058099794942,1.4,5,0.1,0.357142857142857,0.0574162679425837,0.205058099794942,1.4,5,0.1,0.357142857142857,0.0574162679425837,0.205058099794942,1.4,5,0.1,0.357142857142857,0.0574162679425837,0.205058099794942
1970,"FALL","POLLOCK",14,24.3833333333333,56.7,15,4.05,1.07142857142857,2.32535885167464,0.615174299384826,56.7,15,4.05,1.07142857142857,2.32535885167464,0.615174299384826,56.7,15,4.05,1.07142857142857,2.32535885167464,0.615174299384826,56.7,15,4.05,1.07142857142857,2.32535885167464,0.615174299384826
1970,"FALL","SAND LANCE",14,24.3833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,"SPRING","BUTTERFISH",13,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,"SPRING","HAKE",13,22.75,76.9,139,5.91538461538462,10.6923076923077,3.38021978021978,6.10989010989011,52.9914285714286,49.4,4.07626373626374,3.8,2.32929356357928,2.17142857142857,76.9,139,5.91538461538462,10.6923076923077,3.38021978021978,6.10989010989011,52.9914285714286,49.4,4.07626373626374,3.8,2.32929356357928,2.17142857142857
1971,"SPRING","HERRING",13,22.75,1,49,0.0769230769230769,3.76923076923077,0.043956043956044,2.15384615384615,0.0857142857142857,7.85714285714286,0.00659340659340659,0.604395604395604,0.00376766091051805,0.345368916797488,1,49,0.0769230769230769,3.76923076923077,0.043956043956044,2.15384615384615,0.0857142857142857,7.85714285714286,0.00659340659340659,0.604395604395604,0.00376766091051805,0.345368916797488
1971,"SPRING","MACKEREL",13,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,"SPRING","POLLOCK",13,22.75,69.9,18,5.37692307692308,1.38461538461538,3.07252747252747,0.791208791208791,69.9,18,5.37692307692308,1.38461538461538,3.07252747252747,0.791208791208791,69.9,18,5.37692307692308,1.38461538461538,3.07252747252747,0.791208791208791,69.9,18,5.37692307692308,1.38461538461538,3.07252747252747,0.791208791208791
1971,"SPRING","SAND LANCE",13,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,"FALL","BUTTERFISH",11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,"FALL","HAKE",11,19.25,213.1,701,19.3727272727273,63.7272727272727,11.0701298701299,36.4155844155844,108.222857142857,175.828571428571,9.83844155844156,15.9844155844156,5.62196660482375,9.13395176252319,213.1,701,19.3727272727273,63.7272727272727,11.0701298701299,36.4155844155844,108.222857142857,175.828571428571,9.83844155844156,15.9844155844156,5.62196660482375,9.13395176252319
1971,"FALL","HERRING",11,19.25,55.8,253,5.07272727272727,23,2.8987012987013,13.1428571428571,54.52,243.857142857143,4.95636363636364,22.1688311688312,2.83220779220779,12.6679035250464,55.8,253,5.07272727272727,23,2.8987012987013,13.1428571428571,54.52,243.857142857143,4.95636363636364,22.1688311688312,2.83220779220779,12.6679035250464
1971,"FALL","MACKEREL",11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,"FALL","POLLOCK",11,19.25,53.5,6,4.86363636363636,0.545454545454545,2.77922077922078,0.311688311688312,53.5,6,4.86363636363636,0.545454545454545,2.77922077922078,0.311688311688312,53.5,6,4.86363636363636,0.545454545454545,2.77922077922078,0.311688311688312,53.5,6,4.86363636363636,0.545454545454545,2.77922077922078,0.311688311688312
1971,"FALL","SAND LANCE",11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,"SPRING","BUTTERFISH",15,26.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,"SPRING","HAKE",15,26.425,168.8,1042,11.2533333333333,69.4666666666667,6.38789025543992,39.4323557237465,96.4571428571429,257.114285714286,6.43047619047619,17.1409523809524,3.65022300310853,9.72996350858224,168.8,1042,11.2533333333333,69.4666666666667,6.38789025543992,39.4323557237464,96.4571428571429,257.114285714286,6.43047619047619,17.1409523809524,3.65022300310853,9.72996350858224
1972,"SPRING","HERRING",15,26.425,0.9,22,0.06,1.46666666666667,0.0340586565752129,0.832544938505203,0.9,6.45714285714286,0.06,0.430476190476191,0.0340586565752129,0.244357345587242,0.9,22,0.06,1.46666666666667,0.0340586565752129,0.832544938505204,0.9,6.45714285714286,0.06,0.43047619047619,0.0340586565752129,0.244357345587242
1972,"SPRING","MACKEREL",15,26.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,"SPRING","POLLOCK",15,26.425,6.5,22,0.433333333333333,1.46666666666667,0.245979186376537,0.832544938505203,6.5,22,0.433333333333333,1.46666666666667,0.245979186376537,0.832544938505203,6.5,22,0.433333333333333,1.46666666666667,0.245979186376537,0.832544938505203,6.5,22,0.433333333333333,1.46666666666667,0.245979186376537,0.832544938505203
1972,"SPRING","SAND LANCE",15,26.425,0,2,0,0.133333333333333,0,0.075685903500473,0,2,0,0.133333333333333,0,0.075685903500473,0,2,0,0.133333333333333,0,0.075685903500473,0,2,0,0.133333333333333,0,0.075685903500473
1972,"FALL","BUTTERFISH",14,21.9000118358371,0,2,0,0.142857142857143,0,0.0913241515571791,0,2,0,0.142857142857143,0,0.0913241515571791,0,2,0,0.142857142857143,0,0.0913241515571791,0,2,0,0.142857142857143,0,0.0913241515571791
1972,"FALL","HAKE",14,21.9000118358371,370.7,1418,26.4785714285714,101.285714285714,16.9269314911232,64.74882345404,164.417142857143,336.2,11.7440816326531,24.0142857142857,7.50762803644204,15.3515898767618,370.7,1418,26.4785714285714,101.285714285714,16.9269314911231,64.74882345404,164.417142857143,336.2,11.7440816326531,24.0142857142857,7.50762803644204,15.3515898767618
1972,"FALL","HERRING",14,21.9000118358371,1.8,20,0.128571428571429,1.42857142857143,0.0821917364014612,0.913241515571791,0.154285714285714,5.37142857142857,0.0110204081632653,0.383673469387755,0.0070450059772681,0.245270578467853,1.8,20,0.128571428571429,1.42857142857143,0.0821917364014612,0.913241515571791,0.154285714285714,5.37142857142857,0.0110204081632653,0.383673469387755,0.0070450059772681,0.245270578467853
1972,"FALL","MACKEREL",14,21.9000118358371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,"FALL","POLLOCK",14,21.9000118358371,311.5,51,22.25,3.64285714285714,14.2237366050307,2.32876586470807,311.5,51,22.25,3.64285714285714,14.2237366050307,2.32876586470807,311.5,51,22.25,3.64285714285714,14.2237366050307,2.32876586470807,311.5,51,22.25,3.64285714285714,14.2237366050307,2.32876586470807
1972,"FALL","SAND LANCE",14,21.9000118358371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,"SPRING","BUTTERFISH",9,14.0785790373238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,"SPRING","HAKE",9,14.0785790373238,290.6,853,32.2888888888889,94.7777777777778,20.6412876775126,60.588500994213,118.377142857143,180.628571428571,13.1530158730159,20.0698412698413,8.40831610514899,12.8300285809886,290.6,853,32.2888888888889,94.7777777777778,20.6412876775126,60.588500994213,118.377142857143,180.628571428571,13.1530158730159,20.0698412698413,8.40831610514899,12.8300285809886
1973,"SPRING","HERRING",9,14.0785790373238,148.5,658,16.5,73.1111111111111,10.5479395048542,46.7376713413741,145.117142857143,618.685714285714,16.124126984127,68.7428571428571,10.3076555149793,43.9451817293146,148.5,658,16.5,73.1111111111111,10.5479395048542,46.7376713413741,145.117142857143,618.685714285714,16.124126984127,68.7428571428571,10.3076555149793,43.9451817293146
1973,"SPRING","MACKEREL",9,14.0785790373238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,"SPRING","POLLOCK",9,14.0785790373238,44.1,22,4.9,2.44444444444444,3.13241839841124,1.56265770442284,44.1,22,4.9,2.44444444444444,3.13241839841124,1.56265770442284,44.1,22,4.9,2.44444444444444,3.13241839841124,1.56265770442284,44.1,22,4.9,2.44444444444444,3.13241839841124,1.56265770442284
1973,"SPRING","SAND LANCE",9,14.0785790373238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,"FALL","BUTTERFISH",14,21.9000118358371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,"FALL","HAKE",14,21.9000118358371,159.4,373,11.3857142857143,26.6428571428571,7.27853487910718,17.0319542654139,96.38,126.542857142857,6.88428571428571,9.03877551020408,4.40091086354046,5.77820953209638,159.4,373,11.3857142857143,26.6428571428571,7.27853487910718,17.0319542654139,96.38,126.542857142857,6.88428571428571,9.03877551020408,4.40091086354046,5.77820953209638
1973,"FALL","HERRING",14,21.9000118358371,3.7,27,0.264285714285714,1.92857142857143,0.168949680380781,1.23287604602192,1.23142857142857,5.97142857142857,0.0879591836734694,0.426530612244898,0.0562295847444917,0.272667823935006,3.7,27,0.264285714285714,1.92857142857143,0.168949680380781,1.23287604602192,1.23142857142857,5.97142857142857,0.0879591836734694,0.426530612244898,0.0562295847444917,0.272667823935006
1973,"FALL","MACKEREL",14,21.9000118358371,1.4,3,0.1,0.214285714285714,0.0639269060900254,0.136986227335769,1.4,3,0.1,0.214285714285714,0.0639269060900254,0.136986227335769,1.4,3,0.1,0.214285714285714,0.0639269060900254,0.136986227335769,1.4,3,0.1,0.214285714285714,0.0639269060900254,0.136986227335769
1973,"FALL","POLLOCK",14,21.9000118358371,127.6,43,9.11428571428571,3.07142857142857,5.82648086934803,1.96346925847935,127.6,43,9.11428571428571,3.07142857142857,5.82648086934803,1.96346925847935,127.6,43,9.11428571428571,3.07142857142857,5.82648086934803,1.96346925847935,127.6,43,9.11428571428571,3.07142857142857,5.82648086934803,1.96346925847935
1973,"FALL","SAND LANCE",14,21.9000118358371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,"SPRING","BUTTERFISH",15,23.4642983955397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
