ID,Year,decade,season,Date_and_Time,AREA,LONG,LAT,dist,depth,catchTotal,ALEWIFE,ATLANTIC_HERRING,ATLANTIC_MACKEREL,BLUEBACK_HERRING,BUTTERFISH,NORTHERN_SAND_LANCE,POLLOCK,RED_HAKE,SILVER_HAKE,WHITE_HAKE
1.96307E+11,1963,1960s,FALL,11/19/1963 3:35,512,-68.1,44.066667,237.3826789,-99,1.194704918,0.525,0.204545455,0,0,0,0,0,0.107279693,0.223694466,0.134185304
1.96307E+11,1963,1960s,FALL,11/26/1963 6:40,522,-67.95,42.15,236.9677847,-232,676.3714061,0.175,0.102272727,0,0,0,0,0,0,676.0046765,0.089456869
1.96307E+11,1963,1960s,FALL,11/16/1963 12:15,515,-68.583333,42.633333,170.5125232,-200,86.51192883,0.175,0,0,0,0,0,0,0.214559387,86.12236945,0
19630714008,1963,1960s,FALL,11/14/1963 14:42,514,-70.6,42.766667,22.24327009,-82,30.82316955,11.2,1.329545455,0,0,0,0,0,0.107279693,18.11925175,0.067092652
1.96307E+11,1963,1960s,FALL,11/20/1963 7:10,465,-67.216667,43.616667,284.9716963,-174,19.06197326,0,0.204545455,0,0,0,0,0,0,18.79033515,0.067092652
1.96307E+11,1963,1960s,FALL,11/19/1963 0:20,512,-68.1,43.666667,218.4738641,-177,34.15525349,0,0.5625,0,0,0,0,0,1.716475096,31.09353079,0.782747604
1.96307E+11,1963,1960s,FALL,11/23/1963 8:28,462,-65.333333,42.233333,440.3454654,-178,0.776571331,0,0.306818182,0,0,0,0,0,0,0.447388932,0.022364217
1.96307E+12,1963,1960s,FALL,12/3/1963 22:52,522,-68.716667,42.066667,185.5106876,-160,3.826760717,0,0.051136364,0,0,0,0,0,0.375478927,3.355416991,0.044728435
1.96307E+11,1963,1960s,FALL,11/19/1963 12:20,511,-66.983333,43.95,313.3922537,-163,1.505124246,0,0.051136364,0,0,0,0,0,0,1.342166797,0.111821086
1.96307E+11,1963,1960s,FALL,11/15/1963 5:18,513,-69.666667,43.266667,84.60926011,-159,23.19232538,0,0.613636364,0,0,0,0,0,1.126436782,21.25097428,0.201277955
1.96307E+11,1963,1960s,FALL,11/15/1963 0:30,513,-70.166667,43.233333,47.59553258,-122,100.9571884,0,0.153409091,0,0,0,0,0,1.931034483,97.97817615,0.89456869
1.96307E+11,1963,1960s,FALL,11/21/1963 7:40,464,-66.55,42.583333,335.0538357,-188,3.582543662,0,1.994318182,0,0,0,0,0,0,1.565861263,0.022364217
1.96307E+11,1963,1960s,FALL,11/19/1963 6:53,512,-67.7,43.866667,256.4096462,-203,27.42831499,0,0.102272727,0,0,0,0,0,0.482758621,26.61964147,0.223642173
1.96307E+11,1963,1960s,FALL,11/18/1963 5:20,515,-68.016667,42.533333,218.188329,-193,48.0685296,0,0.153409091,0,0,0,0,0,0.268199234,47.64692128,0
1.96307E+11,1963,1960s,FALL,11/22/1963 17:08,464,-65.733333,42.266667,407.4246552,-213,0.565617948,0,0.051136364,0,0,0,0,0,0,0.447388932,0.067092652
1.96307E+11,1963,1960s,FALL,11/21/1963 14:00,464,-66.416667,42.633333,345.0643364,-164,1.354930361,0,0.102272727,0,0,0,0,0,0,1.11847233,0.134185304
1.96307E+11,1963,1960s,FALL,11/23/1963 10:19,464,-65.5,42.15,429.0956181,-133,0.102272727,0,0.102272727,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/22/1963 18:54,464,-65.633333,42.4,412.5072877,-94,0.102272727,0,0.102272727,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/23/1963 4:00,462,-65.35,42.716667,430.615012,-95,0.095864798,0,0.051136364,0,0,0,0,0,0,0,0.044728435
1.96307E+11,1963,1960s,FALL,11/20/1963 23:55,464,-66.983333,42.983333,296.0561734,-198,0.683921739,0,0.460227273,0,0,0,0,0,0,0.223694466,0
1.96307E+11,1963,1960s,FALL,11/18/1963 14:30,515,-67.766667,42.716667,234.5205326,-193,7.934082524,0,0.051136364,0,0,0,0,0,0.053639847,7.829306313,0
19630712605,1963,1960s,FALL,11/14/1963 3:52,514,-70.416667,42.266667,79.55528584,-83,121.4743748,0,0.460227273,0.166666667,0,0,0,0,1.394636015,119.4528449,0
1.96307E+11,1963,1960s,FALL,11/18/1963 1:05,515,-68.366667,42.85,184.2506352,-192,6.125377783,0,0.255681818,0,0,0,0,0,0.053639847,5.816056118,0
1.96307E+11,1963,1960s,FALL,11/21/1963 9:35,464,-66.433333,42.783333,341.9098242,-101,0.428239921,0,0.204545455,0,0,0,0,0,0,0.223694466,0
19630712603,1963,1960s,FALL,11/14/1963 0:15,514,-70.116667,42.3,84.87518321,-75,39.01834025,0,1.022727273,0,0,0,0,0,1.287356322,36.68589244,0.022364217
1.96307E+11,1963,1960s,FALL,11/17/1963 8:54,512,-68.433333,43.716667,195.7699997,-200,24.25666981,0,0.357954545,0,0,0,0,0,0.858237548,22.81683554,0.223642173
1.96307E+12,1963,1960s,FALL,12/2/1963 19:18,521,-69.483333,41.45,192.8889644,-36,1.169608694,0,0.051136364,0,0,0,0,0,0,1.11847233,0
1.96307E+11,1963,1960s,FALL,11/14/1963 20:14,513,-70.416667,43,17.3517923,-102,73.86375066,0,0.357954545,0.166666667,0,0,0,0,1.287356322,71.13484022,0.916932907
1.96307E+11,1963,1960s,FALL,11/21/1963 2:27,464,-66.85,42.733333,308.594796,-170,5.796217867,0,0.306818182,0,0,0,0,0,0.053639847,5.368667186,0.067092652
1.96307E+11,1963,1960s,FALL,11/21/1963 18:20,464,-66.266667,42.583333,357.9818415,-169,3.60947418,0,0.102272727,0,0,0,0,0,0.375478927,3.131722525,0
1.96307E+11,1963,1960s,FALL,11/23/1963 5:20,462,-65.2,42.683333,443.1716138,-94,0.051136364,0,0.051136364,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/15/1963 13:33,515,-69.05,42.716667,131.2817922,-147,3.758099971,0,0.357954545,0,0,0,0,0,0,3.355416991,0.044728435
1.96307E+11,1963,1960s,FALL,11/15/1963 2:40,513,-69.966667,43.35,68.32539923,-161,71.24591977,0,0.102272727,0,0,0,0,0,0.053639847,70.68745129,0.402555911
1.96307E+11,1963,1960s,FALL,11/22/1963 15:25,464,-65.816667,42.466667,396.407985,-104,0.153409091,0,0.153409091,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/20/1963 14:02,465,-66.883333,43.333333,306.0432739,-199,3.685277059,0,0.460227273,0,0,0,0,0,0.697318008,2.460639127,0.067092652
1.96307E+11,1963,1960s,FALL,11/20/1963 3:05,465,-66.683333,43.5,324.5508718,-130,2.214792539,0,0.255681818,0,0,0,0,0,0.482758621,1.342166797,0.134185304
1.96307E+11,1963,1960s,FALL,11/20/1963 21:50,464,-66.733333,42.933333,316.5195963,-196,0.204545455,0,0.204545455,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/19/1963 20:55,465,-66.45,43.666667,346.3633113,-75,0.561024261,0,0.051136364,0,0,0,0,0,0.107279693,0.223694466,0.178913738
1.96307E+11,1963,1960s,FALL,11/15/1963 8:21,513,-69.416667,42.933333,98.34540496,-155,98.41797319,0,1.585227273,0,0,0,0,0,0.107279693,96.63600935,0.089456869
1.96307E+11,1963,1960s,FALL,11/20/1963 4:42,465,-66.766667,43.616667,320.3015271,-97,8.936910818,0,6.494318182,0,0,0,0,0,0.16091954,2.236944661,0.044728435
1.96307E+11,1963,1960s,FALL,11/17/1963 2:37,512,-68.55,43.85,194.1759005,-112,6.626691399,0,0,0.166666667,0,0,0,0,0.107279693,5.592361652,0.760383387
1.96307E+11,1963,1960s,FALL,11/17/1963 11:49,512,-68.533333,43.5,179.4287132,-171,37.73095588,0,0,0,0,0,0,0,1.98467433,35.34372564,0.402555911
1.96307E+11,1963,1960s,FALL,11/18/1963 11:17,515,-67.833333,42.333333,238.7340276,-196,70.78581957,0,0,0,0,0,0,0,0.053639847,70.68745129,0.044728435
1.96307E+12,1963,1960s,FALL,12/4/1963 17:50,522,-68.516667,41.35,249.7959213,-69,4.583780083,0,0,0,0,0.45,0,0,0.107279693,4.02650039,0
1.96307E+12,1963,1960s,FALL,12/4/1963 7:20,521,-68.833333,41.816667,194.7513399,-159,20.11423179,0,0,0,0,0,0,0,0.429118774,19.68511302,0
1.96307E+11,1963,1960s,FALL,11/22/1963 23:02,464,-65.633333,42.8,406.7929119,-125,0,0,0,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/19/1963 20:05,465,-66.533333,43.716667,340.9867293,-96,0,0,0,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/22/1963 20:40,464,-65.55,42.55,416.5631098,-92,0,0,0,0,0,0,0,0,0,0,0
1.96307E+12,1963,1960s,FALL,11/26/1963 19:46,522,-68.533333,41.833333,212.8278652,-198,0.554668626,0,0,0,0,0,0,0,0.107279693,0.447388932,0
1.96307E+12,1963,1960s,FALL,12/4/1963 1:25,522,-68.566667,41.833333,210.6286305,-175,23.99691217,0,0,0,0,0,0,0,1.180076628,22.81683554,0
1.96307E+11,1963,1960s,FALL,11/16/1963 1:15,521,-69.35,42.233333,132.3017957,-210,74.02482179,0,0,0,0,0,0,0,0.16091954,73.81917381,0.044728435
1.96307E+11,1963,1960s,FALL,11/16/1963 20:51,515,-68.966667,43.316667,139.9885481,-140,29.41574385,0,0,0,0,0,0,0,0,29.08028059,0.335463259
1.96307E+11,1963,1960s,FALL,11/19/1963 17:07,465,-66.55,43.933333,345.8160038,-100,0.482758621,0,0,0,0,0,0,0,0.482758621,0,0
1.96307E+11,1963,1960s,FALL,11/16/1963 15:15,515,-68.8,42.783333,149.9929608,-184,68.30281622,0,0,0,0,0,0,0,0.053639847,68.22681216,0.022364217
1.96307E+12,1963,1960s,FALL,12/3/1963 9:24,521,-69.783333,41.816667,145.1947016,-109,0.501028779,0,0,0,0,0,0,0,0.053639847,0.447388932,0
1.96307E+12,1963,1960s,FALL,11/26/1963 18:00,522,-68.333333,41.75,231.6471721,-86,42.4567205,0,0,0,0,0,0,0,0.536398467,41.83086516,0.089456869
1.96307E+11,1963,1960s,FALL,11/20/1963 1:05,465,-66.516667,43.466667,337.2809176,-101,0.022364217,0,0,0,0,0,0,0,0,0,0.022364217
1.96307E+11,1963,1960s,FALL,11/16/1963 4:45,515,-69.033333,42.416667,143.6142083,-212,48.09431021,0,0,0,0,0,0,0,0,48.09431021,0
1.96307E+11,1963,1960s,FALL,11/21/1963 16:30,464,-66.4,42.433333,350.0314261,-258,0,0,0,0,0,0,0,0,0,0,0
1.96307E+11,1963,1960s,FALL,11/18/1963 17:00,515,-67.85,42.983333,225.6096978,-179,35.33459056,0,0,0,0,0,0,0,0.214559387,35.12003118,0
1.96307E+11,1963,1960s,FALL,11/18/1963 21:54,512,-67.9,43.4,225.9886715,-254,171.3420268,0,0,0,0,0,0,0,3.862068966,167.0997662,0.380191693
1.96307E+12,1963,1960s,FALL,11/26/1963 22:39,522,-68.4,42,211.5746642,-175,17.11215318,0,0,0,0,0,0,0,0.536398467,16.55339049,0.022364217
1.96307E+12,1963,1960s,FALL,12/3/1963 16:25,521,-69.65,41.916667,141.378163,-181,23.87590371,0,0,0,0,0,0,0,1.394636015,22.36944661,0.111821086
1.96307E+11,1963,1960s,FALL,11/21/1963 22:00,464,-66,42.583333,379.5796482,-105,30.26562191,0,0,0,0,0,0,0,0.268199234,29.97505846,0.022364217
1.96307E+11,1963,1960s,FALL,11/22/1963 4:57,464,-65.966667,42.466667,384.2909301,-181,8.133322569,0,0,0,0,0,0,0,0.214559387,7.829306313,0.089456869
1.96307E+12,1963,1960s,FALL,12/4/1963 3:45,522,-68.683333,41.65,216.4234077,-149,2.397864201,0,0,0,0,0,0,0,0.16091954,2.236944661,0
1.96307E+11,1963,1960s,FALL,11/15/1963 22:10,521,-69.733333,42.283333,105.2108084,-232,64.62029546,0,0,0,0,0,0,0,0.643678161,63.9766173,0
1.96307E+12,1963,1960s,FALL,12/3/1963 20:37,521,-69.083333,42.1,158.7271221,-180,106.039365,0,0,0,0,0,0,0,0.858237548,105.1363991,0.044728435
1.96307E+11,1963,1960s,FALL,11/16/1963 17:40,515,-68.833333,43.033333,145.7953475,-188,75.73837345,0,0,0,0,0,0,0,0.107279693,75.60872954,0.022364217
1.96307E+11,1963,1960s,FALL,11/15/1963 16:25,515,-69.483333,42.55,103.9840127,-263,27.71070856,0,0,0,0,0,0,0,0.643678161,27.0670304,0
1.96307E+11,1963,1960s,FALL,11/26/1963 0:30,522,-67.75,42.1,254.3044375,-184,388.9281728,0,0,0,0,0,0,0,0.482758621,388.3335931,0.111821086
1.96307E+11,1963,1960s,FALL,11/26/1963 9:06,522,-68.083333,42.016667,233.4369855,-213,40.67148249,0,0,0,0,0,0,0,0.697318008,39.81761496,0.156549521
1.96307E+11,1963,1960s,FALL,11/16/1963 23:39,512,-68.816667,43.583333,161.5799584,-138,6.293721425,0,0,0,0,0,0,0,1.126436782,4.921278254,0.24600639
1.96307E+11,1963,1960s,FALL,11/23/1963 1:37,463,-65.3,42.966667,432.9168572,-161,0.693447616,0,0,0,0,0,0,0,0,0.671083398,0.022364217
1.96307E+11,1963,1960s,FALL,11/26/1963 2:07,522,-67.8,41.933333,258.4743404,-49,0.044728435,0,0,0,0,0,0,0,0,0,0.044728435
1.96307E+11,1963,1960s,FALL,11/22/1963 8:24,464,-65.916667,42.266667,392.7246361,-228,0.067092652,0,0,0,0,0,0,0,0,0,0.067092652
1.96413E+12,1964,1960s,FALL,11/12/1964 18:20,513,-69.166667,43.35,125.6739594,-117,7.556845199,0.333333333,0.018518519,0,0,0,0,0,0.368852459,6.836140888,0
1.96413E+12,1964,1960s,FALL,11/12/1964 10:13,513,-70.25,43.266667,45.1825833,-92,17.6238253,0.166666667,0,0,0,0,0,0,0.081967213,17.37519142,0
1.96413E+12,1964,1960s,FALL,11/14/1964 10:35,511,-67.233333,44.35,313.0068323,-155,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0
1.96413E+11,1964,1960s,FALL,11/11/1964 7:01,521,-69.85,42.033333,121.5395812,-98,0.764349492,0.166666667,0,0,0,0,0,0,0.12295082,0.474732006,0
1.96413E+12,1964,1960s,FALL,11/16/1964 10:27,515,-68,42.9,213.6782271,-164,1.162653616,0.166666667,0.018518519,0,0,0,0,0,0.12295082,0.854517611,0
1.96413E+12,1964,1960s,FALL,11/14/1964 6:50,511,-67.7,44.3,278.0265621,-76,2.941333772,2.5,0.018518519,0,0,0,0,0,0.327868852,0.094946401,0
1.96413E+11,1964,1960s,FALL,10/30/1964 19:55,522,-68.816667,41.283333,239.0944659,-100,1.014650983,0,0.074074074,0,0,0,0,0,0.655737705,0.284839204,0
1.96413E+12,1964,1960s,FALL,11/25/1964 4:47,522,-68.816667,41.966667,185.2037882,-130,1.103912539,0,0.018518519,0,0,0,0,0,0.040983607,1.044410413,0
1.96413E+12,1964,1960s,FALL,11/16/1964 16:05,522,-68.533333,42.2,191.1260037,-150,7.845107026,0,0.018518519,0,0,0,0,0,0.040983607,7.7856049,0
1.96413E+11,1964,1960s,FALL,11/12/1964 6:35,513,-70.233333,43.2,41.06717422,-110,3.69546979,0,0.018518519,0,0,0,0,0,0.163934426,3.513016845,0
1.96413E+12,1964,1960s,FALL,11/14/1964 0:20,512,-67.916667,44.1,251.9364499,-93,1.087585577,0,0.037037037,0,0,0,0,0,0.860655738,0.189892802,0
1.96413E+12,1964,1960s,FALL,11/13/1964 6:52,512,-68.483333,43.366667,179.1902659,-186,4.970756613,0,0.018518519,0,0,0,0,0,0.204918033,4.747320061,0
1.96413E+12,1964,1960s,FALL,12/4/1964 6:51,522,-68.183333,41.8,238.6296197,-79,8.84070671,0,0.296296296,0,0,0,0,0,7.5,1.044410413,0
1.96413E+12,1964,1960s,FALL,11/14/1964 13:40,467,-66.85,44.366667,340.9790686,-121,0.11900425,0,0.037037037,0,0,0,0,0,0.081967213,0,0
1.96413E+12,1964,1960s,FALL,11/16/1964 12:47,515,-68.3,42.666667,192.402134,-193,0.43928773,0,0.018518519,0,0,0,0,0,0.040983607,0.379785605,0
1.96413E+12,1964,1960s,FALL,11/13/1964 5:16,515,-68.5,43.216667,174.6677477,-200,2.474145762,0,0.018518519,0,0,0,0,0,0.081967213,2.373660031,0
1.96413E+12,1964,1960s,FALL,12/3/1964 23:00,521,-68.85,41.783333,196.2109772,-159,4.635447902,0,0.037037037,0,0,0,0,0,0.040983607,4.557427259,0
1.96413E+12,1964,1960s,FALL,11/15/1964 7:18,465,-66.7,43.966667,335.4656704,-135,0.018518519,0,0.018518519,0,0,0,0,0,0,0,0
1.96413E+12,1964,1960s,FALL,11/12/1964 20:10,515,-68.916667,43.316667,143.8865766,-133,3.151749759,0,0.018518519,0,0,0,0,0,0,3.13323124,0
1.96413E+11,1964,1960s,FALL,10/30/1964 21:21,521,-68.866667,41.15,248.5127818,-87,0.459852291,0,0.037037037,0,0,0,0,0,0.327868852,0.094946401,0
1.96413E+12,1964,1960s,FALL,11/13/1964 1:40,515,-68.583333,43.116667,166.6494342,-177,2.148322952,0,0.018518519,0,0,0,0,0,0.040983607,2.088820827,0
1.96413E+11,1964,1960s,FALL,11/11/1964 21:40,515,-69.65,42.783333,81.95073169,-233,0.169020475,0,0.074074074,0,0,0,0,0,0,0.094946401,0
1.96413E+11,1964,1960s,FALL,11/12/1964 2:50,514,-70.6,42.783333,20.39979638,-86,2.716100832,0,0.055555556,0,0,0,0,0,0.286885246,2.373660031,0
1.96413E+12,1964,1960s,FALL,12/4/1964 5:35,522,-68.316667,41.783333,230.5886366,-131,3.02535958,0,0.518518519,0,0,0,0,0,1.557377049,0.949464012,0
1.96413E+12,1964,1960s,FALL,12/4/1964 9:57,522,-68.016667,41.85,247.3216003,-67,1.253653448,0,0.222222222,0,0,0,0,0,0.081967213,0.949464012,0
1.96413E+12,1964,1960s,FALL,12/4/1964 3:30,522,-68.35,41.883333,222.0131592,-193,3.225823833,0,0.092592593,0,0,0,0,0,0,3.13323124,0
1.96413E+12,1964,1960s,FALL,11/12/1964 21:42,513,-69,43.233333,135.1487701,-160,3.302251716,0,0.074074074,0,0,0,0,0,0,3.228177642,0
1.96413E+11,1964,1960s,FALL,10/30/1964 13:55,521,-69.383333,41.366667,205.0353514,-44,0.284839204,0,0,0,0,0,0,0,0,0.284839204,0
1.96413E+12,1964,1960s,FALL,11/22/1964 8:37,464,-66.25,42.683333,357.9001687,-65,0.5,0,0,0,0,0,0.5,0,0,0,0
1.96413E+12,1964,1960s,FALL,11/23/1964 1:25,462,-65.283333,42.383333,441.0966714,-112,0.5,0,0,0,0,0,0.5,0,0,0,0
1.96413E+11,1964,1960s,FALL,11/10/1964 16:54,514,-70.466667,42.383333,66.02542436,-84,2.606582482,0,0,0,0,0,0,0,0.327868852,2.278713629,0
1.96413E+11,1964,1960s,FALL,11/11/1964 2:45,515,-69.616667,42.416667,102.510042,-243,0.135930008,0,0,0,0,0,0,0,0.040983607,0.094946401,0
1.96413E+12,1964,1960s,FALL,11/22/1964 1:30,464,-66.516667,42.8,334.9858145,-123,0,0,0,0,0,0,0,0,0,0,0
1.96413E+11,1964,1960s,FALL,11/11/1964 16:55,515,-69.1,42.466667,136.3057469,-230,1.614088821,0,0,0,0,0,0,0,0,1.614088821,0
1.96413E+11,1964,1960s,FALL,10/30/1964 17:40,521,-69.116667,41.433333,210.7571413,-149,1.044410413,0,0,0,0,0,0,0,0,1.044410413,0
1.96413E+12,1964,1960s,FALL,11/21/1964 20:39,465,-66.583333,43.183333,328.9142007,-81,0,0,0,0,0,0,0,0,0,0,0
1.96413E+11,1964,1960s,FALL,11/12/1964 0:39,514,-70.25,42.683333,43.82502951,-84,0.176913614,0,0,0,0,0,0,0,0.081967213,0.094946401,0
1.96413E+11,1964,1960s,FALL,10/30/1964 8:40,521,-69.316667,41.05,238.7355114,-50,0.094946401,0,0,0,0,0,0,0,0,0.094946401,0
1.96413E+12,1964,1960s,FALL,12/3/1964 19:16,521,-69.583333,41.65,169.4424774,-85,0.450819672,0,0,0,0,0,0,0,0.450819672,0,0
1.96413E+11,1964,1960s,FALL,11/11/1964 14:14,521,-69.183333,42.15,148.8111998,-192,2.088820827,0,0,0,0,0,0,0,0,2.088820827,0
1.96413E+12,1964,1960s,FALL,12/3/1964 18:00,521,-69.766667,41.7,157.3557757,-57,0.230876409,0,0,0,0,0,0,0,0.040983607,0.189892802,0
1.96413E+12,1964,1960s,FALL,11/25/1964 0:40,522,-68.05,42.033333,235.0289194,-204,6.06359049,0,0,0,0,0,0,0,0.081967213,5.981623277,0
1.96413E+12,1964,1960s,FALL,11/24/1964 13:16,464,-67.033333,42.366667,300.9034846,-332,0,0,0,0,0,0,0,0,0,0,0
1.96413E+11,1964,1960s,FALL,11/11/1964 5:13,521,-69.783333,42.183333,110.936277,-204,0.284839204,0,0,0,0,0,0,0,0,0.284839204,0
1.96413E+12,1964,1960s,FALL,11/13/1964 8:50,512,-68.75,43.45,161.0984753,-131,2.524615269,0,0,0,0,0,0,0,0.245901639,2.278713629,0
1.96413E+12,1964,1960s,FALL,12/4/1964 8:22,522,-68.116667,41.883333,238.3219283,-162,3.448120905,0,0,0,0,0,0,0,0.409836066,3.038284839,0
1.96413E+11,1964,1960s,FALL,11/10/1964 19:26,514,-70.333333,42.3,77.75219191,-52,2.863417267,0,0,0,0,0,0,0,0.204918033,2.658499234,0
1.96413E+12,1964,1960s,FALL,11/22/1964 21:05,462,-65.416667,42.683333,425.5684275,-92,0,0,0,0,0,0,0,0,0,0,0
1.96413E+12,1964,1960s,FALL,11/18/1964 1:27,464,-67.483333,42.866667,255.8876691,-234,0.284839204,0,0,0,0,0,0,0,0,0.284839204,0
1.96413E+11,1964,1960s,FALL,10/30/1964 15:40,521,-69.3,41.45,200.6714526,-90,1.236349258,0,0,0,0,0,0,0,0.286885246,0.949464012,0
1.96413E+12,1964,1960s,FALL,11/14/1964 2:30,511,-67.7,44.066667,265.522214,-164,0.163934426,0,0,0,0,0,0,0,0.163934426,0,0
1.96413E+11,1964,1960s,FALL,11/10/1964 23:57,514,-69.983333,42.466667,76.30870637,-153,1.234303216,0,0,0,0,0,0,0,0,1.234303216,0
1.96413E+12,1964,1960s,FALL,11/24/1964 19:51,522,-67.666667,42.15,258.542424,-183,4.842266462,0,0,0,0,0,0,0,0,4.842266462,0
1.96413E+12,1964,1960s,FALL,11/13/1964 12:47,512,-68.05,43.55,218.2440385,-186,3.351128461,0,0,0,0,0,0,0,0.12295082,3.228177642,0
1.96413E+12,1964,1960s,FALL,11/14/1964 20:25,467,-66.25,44.566667,393.4917471,-130,0.545766073,0,0,0,0,0,0,0,0.450819672,0.094946401,0
1.96413E+12,1964,1960s,FALL,11/16/1964 2:10,465,-67.55,43.6,258.5112133,-227,2.699482841,0,0,0,0,0,0,0,0.040983607,2.658499234,0
