SampleID,Month,Day,Year,StationID,Temp,Salinity,SubstrateName,StationName,Area,DescriptionofArea
1997025,7,11,1997,9,18,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997025,7,11,1997,9,18,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997025,7,11,1997,9,18,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997025,7,11,1997,9,18,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997026,7,14,1997,23,20,29,SAND,Odiorne Beach (BS),LH,Little Harbor
1997026,7,14,1997,23,20,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997026,7,14,1997,23,20,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997026,7,14,1997,23,20,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997027,7,14,1997,29,23,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997027,7,14,1997,29,23,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997027,7,14,1997,29,23,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997027,7,14,1997,29,23,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997028,7,14,1997,33,22,30,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997028,7,14,1997,33,22,30,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997029,7,14,1997,25,21,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997029,7,14,1997,25,21,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997029,7,14,1997,25,21,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997029,7,14,1997,25,21,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997030,7,24,1997,72,18,27,SAND,Odiorne Beach (BS),LH,Little Harbor
1997030,7,24,1997,72,18,27,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997030,7,24,1997,72,18,27,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997030,7,24,1997,72,18,27,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997031,8,7,1997,30,19,29,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
1997032,8,7,1997,39,23,18,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997032,8,7,1997,39,23,18,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997032,8,7,1997,39,23,18,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997032,8,7,1997,39,23,18,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997032,8,7,1997,39,23,18,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997032,8,7,1997,39,23,18,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997033,8,7,1997,35,22,30,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997033,8,7,1997,35,22,30,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997034,8,7,1997,147,24,30,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
1997035,8,8,1997,54,23,29,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997035,8,8,1997,54,23,29,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997036,8,8,1997,107,25,24,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997036,8,8,1997,107,25,24,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997037,8,8,1997,93,25,28,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
1997038,8,12,1997,7,20,30,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997038,8,12,1997,7,20,30,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997039,8,12,1997,5,17,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997039,8,12,1997,5,17,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997039,8,12,1997,5,17,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997039,8,12,1997,5,17,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997040,8,12,1997,9,20,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997040,8,12,1997,9,20,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997040,8,12,1997,9,20,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997040,8,12,1997,9,20,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997041,8,12,1997,23,19,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997041,8,12,1997,23,19,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997041,8,12,1997,23,19,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997041,8,12,1997,23,19,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997042,8,12,1997,25,18,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997042,8,12,1997,25,18,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997042,8,12,1997,25,18,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997042,8,12,1997,25,18,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997043,8,12,1997,29,19,29,SAND,Odiorne Beach (BS),LH,Little Harbor
1997043,8,12,1997,29,19,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997043,8,12,1997,29,19,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997043,8,12,1997,29,19,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997044,8,15,1997,33,21,30,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997044,8,15,1997,33,21,30,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997045,8,26,1997,72,21,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997045,8,26,1997,72,21,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997045,8,26,1997,72,21,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997045,8,26,1997,72,21,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997045,8,26,1997,72,21,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997045,8,26,1997,72,21,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997046,9,10,1997,54,18,29,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997046,9,10,1997,54,18,29,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997047,9,10,1997,107,21,24,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997047,9,10,1997,107,21,24,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997048,9,10,1997,93,20,28,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997048,9,10,1997,93,20,28,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997048,9,10,1997,93,20,28,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997048,9,10,1997,93,20,28,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997048,9,10,1997,93,20,28,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997048,9,10,1997,93,20,28,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997049,9,11,1997,30,20,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997049,9,11,1997,30,20,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997049,9,11,1997,30,20,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997049,9,11,1997,30,20,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997049,9,11,1997,30,20,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997049,9,11,1997,30,20,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997050,9,11,1997,39,19,18,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997050,9,11,1997,39,19,18,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997050,9,11,1997,39,19,18,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997050,9,11,1997,39,19,18,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997050,9,11,1997,39,19,18,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997050,9,11,1997,39,19,18,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997051,9,12,1997,35,22,30,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997051,9,12,1997,35,22,30,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997052,9,22,1997,147,15,28,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997052,9,22,1997,147,15,28,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997053,9,22,1997,72,15,28,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997053,9,22,1997,72,15,28,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997053,9,22,1997,72,15,28,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997053,9,22,1997,72,15,28,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997053,9,22,1997,72,15,28,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997053,9,22,1997,72,15,28,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997054,9,23,1997,23,13,28,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997054,9,23,1997,23,13,28,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997054,9,23,1997,23,13,28,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997054,9,23,1997,23,13,28,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997054,9,23,1997,23,13,28,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997054,9,23,1997,23,13,28,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997055,9,23,1997,25,15,29,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997055,9,23,1997,25,15,29,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997055,9,23,1997,25,15,29,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997055,9,23,1997,25,15,29,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997055,9,23,1997,25,15,29,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997055,9,23,1997,25,15,29,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997056,9,23,1997,29,14,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997056,9,23,1997,29,14,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997056,9,23,1997,29,14,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997056,9,23,1997,29,14,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997057,9,23,1997,33,13,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997057,9,23,1997,33,13,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997057,9,23,1997,33,13,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997057,9,23,1997,33,13,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997058,9,24,1997,7,13,30,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997058,9,24,1997,7,13,30,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997058,9,24,1997,7,13,30,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997058,9,24,1997,7,13,30,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997058,9,24,1997,7,13,30,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997058,9,24,1997,7,13,30,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997059,9,24,1997,5,13,29,SAND,Odiorne Beach (BS),LH,Little Harbor
1997059,9,24,1997,5,13,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997059,9,24,1997,5,13,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997059,9,24,1997,5,13,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997060,9,24,1997,9,13,29,SAND,Odiorne Beach (BS),LH,Little Harbor
1997060,9,24,1997,9,13,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997060,9,24,1997,9,13,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997060,9,24,1997,9,13,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997061,10,7,1997,23,14,28,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997061,10,7,1997,23,14,28,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997061,10,7,1997,23,14,28,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997061,10,7,1997,23,14,28,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997061,10,7,1997,23,14,28,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997061,10,7,1997,23,14,28,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997062,10,7,1997,25,14,30,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997062,10,7,1997,25,14,30,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997062,10,7,1997,25,14,30,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997062,10,7,1997,25,14,30,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997062,10,7,1997,25,14,30,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997062,10,7,1997,25,14,30,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997063,10,7,1997,33,14,28,SAND,Odiorne Beach (BS),LH,Little Harbor
1997063,10,7,1997,33,14,28,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997063,10,7,1997,33,14,28,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997063,10,7,1997,33,14,28,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997064,10,7,1997,29,13,29,SAND,Odiorne Beach (BS),LH,Little Harbor
1997064,10,7,1997,29,13,29,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997064,10,7,1997,29,13,29,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997064,10,7,1997,29,13,29,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997065,10,8,1997,7,14,30,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997065,10,8,1997,7,14,30,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997065,10,8,1997,7,14,30,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997065,10,8,1997,7,14,30,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997065,10,8,1997,7,14,30,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997065,10,8,1997,7,14,30,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997066,10,8,1997,5,14,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997066,10,8,1997,5,14,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997066,10,8,1997,5,14,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997066,10,8,1997,5,14,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997067,10,8,1997,9,14,30,SAND,Odiorne Beach (BS),LH,Little Harbor
1997067,10,8,1997,9,14,30,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997067,10,8,1997,9,14,30,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997067,10,8,1997,9,14,30,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997068,10,9,1997,54,14,29,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997068,10,9,1997,54,14,29,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997069,10,9,1997,93,15,29,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997069,10,9,1997,93,15,29,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997070,10,9,1997,107,17,20,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997070,10,9,1997,107,17,20,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997071,10,9,1997,147,16,31,MUD/SHELL,Oyster River (BS),GB,Little Bay/Great Bay
1997071,10,9,1997,147,16,31,MUD/SHELL,Smith & Gilmore (BS),HA,Hampton/Seabrook Estuary
1997072,10,21,1997,30,13,27,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997072,10,21,1997,30,13,27,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997073,10,21,1997,35,13,28,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997073,10,21,1997,35,13,28,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997074,10,21,1997,39,13,12,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997074,10,21,1997,39,13,12,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997074,10,21,1997,39,13,12,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997074,10,21,1997,39,13,12,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997074,10,21,1997,39,13,12,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997074,10,21,1997,39,13,12,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997075,11,6,1997,35,11,12,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997075,11,6,1997,35,11,12,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997076,11,7,1997,30,13,24,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997076,11,7,1997,30,13,24,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997077,11,7,1997,39,10,7,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997077,11,7,1997,39,10,7,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997077,11,7,1997,39,10,7,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997077,11,7,1997,39,10,7,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997077,11,7,1997,39,10,7,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997077,11,7,1997,39,10,7,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997078,11,7,1997,147,11,21,MUD/GRAVEL,Schiller Plant (BS),RI,Piscataqua River
1997079,11,7,1997,54,10,22,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997079,11,7,1997,54,10,22,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997079,11,7,1997,54,10,22,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997079,11,7,1997,54,10,22,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997079,11,7,1997,54,10,22,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997079,11,7,1997,54,10,22,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997080,11,10,1997,23,9,26,MUD,General Sullivan Cove (BS),RI,Piscataqua River
1997080,11,10,1997,23,9,26,MUD,Moody Point(BS),GB,Little Bay/Great Bay
1997081,11,10,1997,25,9,27,MUD/SAND,Yankee Coop (BS),HA,Hampton/Seabrook Estuary
1997081,11,10,1997,25,9,27,MUD/SAND,Broad Cove (BS),GB,Little Bay/Great Bay
1997081,11,10,1997,25,9,27,MUD/SAND,Herod's Cove (BS),GB,Little Bay/Great Bay
1997081,11,10,1997,25,9,27,MUD/SAND,Fox Point (BS),GB,Little Bay/Great Bay
1997081,11,10,1997,25,9,27,MUD/SAND,Wentworth (Little Harbor)(BS),LH,Little Harbor
1997081,11,10,1997,25,9,27,MUD/SAND,Upper Piscataqua (BS),RI,Piscataqua River
1997082,11,10,1997,29,9,26,SAND,Odiorne Beach (BS),LH,Little Harbor
1997082,11,10,1997,29,9,26,SAND,Brown's River (BS),HA,Hampton/Seabrook Estuary
1997082,11,10,1997,29,9,26,SAND,Blackwater River (BS),HA,Hampton/Seabrook Estuary
1997082,11,10,1997,29,9,26,SAND,Fort Stark (Little Harbor)(BS),LH,Little Harbor
1997083,11,10,1997,33,9,27,SAND,Odiorne Beach (BS),LH,Little Harbor
