"Year","season","Trawls","Trawls_Efforts","Family","Species","trawlCatch_Num","trawlMeasured_Num","propMeasured","propMeasured_catchable","trawlCatch_catchableNum","trawlCatch_catchablePerTrawl","trawlCatch_catchablePerEffort"
"1967","FALL",87,152.25,"MACKEREL","ATLANTIC MACKEREL",7,7,1,0.571428571428571,4,0.0459770114942529,0.0262725779967159
"1967","FALL",87,152.25,"HERRING","BLUEBACK HERRING",2,2,1,0,0,0,0
"1967","FALL",87,152.25,"BUTTERFISH","BUTTERFISH",24,14,0.583333333333333,0.5,12,0.137931034482759,0.0788177339901478
"1967","FALL",87,152.25,"SAND LANCE","NORTHERN SAND LANCE",20,11,0.55,0.181818181818182,3.63636363636364,0.0417972831765935,0.0238841618151963
"1967","FALL",87,152.25,"POLLOCK","POLLOCK",42,41,0.976190476190476,0,0,0,0
"1967","FALL",87,152.25,"HAKE","RED HAKE",89,74,0.831460674157303,0.0135135135135135,1.2027027027027,0.0138241689965828,0.00789952514090445
"1967","FALL",87,152.25,"HAKE","SILVER HAKE",824,269,0.326456310679612,0.141263940520446,116.401486988848,1.33794812630859,0.764541786462053
"1967","FALL",87,152.25,"HAKE","WHITE HAKE",378,277,0.732804232804233,0.0180505415162455,6.82310469314079,0.0784264907257563,0.044815137557575
"1968","FALL",93,163.216666666667,"HERRING","ALEWIFE",92,56,0.608695652173913,0.25,23,0.247311827956989,0.14091698151741
"1968","FALL",93,163.216666666667,"HERRING","ATLANTIC HERRING",44,38,0.863636363636364,0.105263157894737,4.63157894736842,0.0498019241652518,0.028376874996641
"1968","FALL",93,163.216666666667,"MACKEREL","ATLANTIC MACKEREL",95,41,0.431578947368421,0,0,0,0
"1968","FALL",93,163.216666666667,"HERRING","BLUEBACK HERRING",1,1,1,0,0,0,0
"1968","FALL",93,163.216666666667,"BUTTERFISH","BUTTERFISH",279,32,0.114695340501792,0.5,139.5,1.5,0.854692127029511
"1968","FALL",93,163.216666666667,"SAND LANCE","NORTHERN SAND LANCE",54,27,0.5,0.296296296296296,16,0.172043010752688,0.0980292045338507
"1968","FALL",93,163.216666666667,"POLLOCK","POLLOCK",83,79,0.951807228915663,0.0253164556962025,2.10126582278481,0.0225942561589765,0.0128740885701101
"1968","FALL",93,163.216666666667,"HAKE","RED HAKE",88,57,0.647727272727273,0.280701754385965,24.7017543859649,0.265610262214676,0.151343333315419
"1968","FALL",93,163.216666666667,"HAKE","SILVER HAKE",801,431,0.538077403245943,0.266821345707657,213.723897911833,2.29810642915949,1.30944898138568
"1968","FALL",93,163.216666666667,"HAKE","WHITE HAKE",301,252,0.837209302325581,0.0238095238095238,7.16666666666667,0.0770609318996416,0.0439089145307873
"1968","SPRING",85,146.008333333333,"HERRING","ALEWIFE",100,55,0.55,0.454545454545455,45.4545454545455,0.53475935828877,0.311314734007503
"1968","SPRING",85,146.008333333333,"HERRING","ATLANTIC HERRING",143,55,0.384615384615385,0.890909090909091,127.4,1.49882352941176,0.872552936476229
"1968","SPRING",85,146.008333333333,"HERRING","BLUEBACK HERRING",7,7,1,0.857142857142857,6,0.0705882352941176,0.0410935448889904
"1968","SPRING",85,146.008333333333,"SAND LANCE","NORTHERN SAND LANCE",60,39,0.65,0.256410256410256,15.3846153846154,0.180995475113122,0.105368063817924
"1968","SPRING",85,146.008333333333,"POLLOCK","POLLOCK",141,108,0.765957446808511,0,0,0,0
"1968","SPRING",85,146.008333333333,"HAKE","RED HAKE",139,121,0.870503597122302,0.0165289256198347,2.29752066115702,0.0270296548371415,0.0157355447371065
"1968","SPRING",85,146.008333333333,"HAKE","SILVER HAKE",88,61,0.693181818181818,0.327868852459016,28.8524590163934,0.339440694310511,0.19760830329132
"1968","SPRING",85,146.008333333333,"HAKE","WHITE HAKE",112,102,0.910714285714286,0.0196078431372549,2.19607843137255,0.025836216839677,0.0150407745998919
"1969","FALL",92,160.283333333333,"HERRING","ALEWIFE",105,49,0.466666666666667,0.183673469387755,19.2857142857143,0.209627329192547,0.120322642938843
"1969","FALL",92,160.283333333333,"HERRING","ATLANTIC HERRING",76,41,0.539473684210526,0.0975609756097561,7.41463414634146,0.080593849416755,0.0462595454695319
"1969","FALL",92,160.283333333333,"MACKEREL","ATLANTIC MACKEREL",17,17,1,0.117647058823529,2,0.0217391304347826,0.0124779037121764
"1969","FALL",92,160.283333333333,"HERRING","BLUEBACK HERRING",2,2,1,0,0,0,0
"1969","FALL",92,160.283333333333,"BUTTERFISH","BUTTERFISH",31,15,0.483870967741935,0.133333333333333,4.13333333333333,0.0449275362318841,0.0257876676718311
"1969","FALL",92,160.283333333333,"SAND LANCE","NORTHERN SAND LANCE",6,5,0.833333333333333,0,0,0,0
"1969","FALL",92,160.283333333333,"POLLOCK","POLLOCK",193,123,0.637305699481865,0.00813008130081301,1.56910569105691,0.0170554966419229,0.00978957486361804
"1969","FALL",92,160.283333333333,"HAKE","RED HAKE",409,157,0.383863080684597,0.152866242038217,62.5222929936306,0.679590141235115,0.3900735759195
"1969","FALL",92,160.283333333333,"HAKE","SILVER HAKE",1803,531,0.29450915141431,0.207156308851224,373.502824858757,4.05981331368214,2.33026614240672
"1969","FALL",92,160.283333333333,"HAKE","WHITE HAKE",766,536,0.699738903394256,0.0205223880597015,15.7201492537313,0.170871187540558,0.0980772543645503
"1969","SPRING",90,156.683333333333,"HERRING","ALEWIFE",146,83,0.568493150684932,0.313253012048193,45.7349397590361,0.508165997322624,0.291894094834823
"1969","SPRING",90,156.683333333333,"HERRING","ATLANTIC HERRING",22,20,0.909090909090909,0.15,3.3,0.0366666666666667,0.0210615891926391
"1969","SPRING",90,156.683333333333,"HERRING","BLUEBACK HERRING",8,5,0.625,0,0,0,0
"1969","SPRING",90,156.683333333333,"BUTTERFISH","BUTTERFISH",1,1,1,1,1,0.0111111111111111,0.00638229975534518
"1969","SPRING",90,156.683333333333,"SAND LANCE","NORTHERN SAND LANCE",1096,34,0.031021897810219,0,0,0,0
"1969","SPRING",90,156.683333333333,"POLLOCK","POLLOCK",162,133,0.820987654320988,0,0,0,0
"1969","SPRING",90,156.683333333333,"HAKE","RED HAKE",138,113,0.818840579710145,0.115044247787611,15.8761061946903,0.176401179941003,0.101326068682206
"1969","SPRING",90,156.683333333333,"HAKE","SILVER HAKE",579,271,0.468048359240069,0.509225092250922,294.841328413284,3.2760147601476,1.88176573819775
"1969","SPRING",90,156.683333333333,"HAKE","WHITE HAKE",260,223,0.857692307692308,0,0,0,0
"1970","FALL",114,199.208333333333,"HERRING","ALEWIFE",138,68,0.492753623188406,0.279411764705882,38.5588235294118,0.338235294117647,0.193560293810057
"1970","FALL",114,199.208333333333,"HERRING","ATLANTIC HERRING",39,33,0.846153846153846,0.0909090909090909,3.54545454545455,0.0311004784688995,0.0177977220436957
"1970","FALL",114,199.208333333333,"MACKEREL","ATLANTIC MACKEREL",18,16,0.888888888888889,0.0625,1.125,0.00986842105263158,0.00564735411001882
"1970","FALL",114,199.208333333333,"BUTTERFISH","BUTTERFISH",1,1,1,0,0,0,0
"1970","FALL",114,199.208333333333,"POLLOCK","POLLOCK",80,79,0.9875,0.0126582278481013,1.0126582278481,0.00888296691094826,0.00508341298229543
"1970","FALL",114,199.208333333333,"HAKE","RED HAKE",282,149,0.528368794326241,0.161073825503356,45.4228187919463,0.398445778876722,0.22801665990519
"1970","FALL",114,199.208333333333,"HAKE","SILVER HAKE",2219,667,0.300585849481749,0.124437781109445,276.127436281859,2.42217049370052,1.38612392193362
"1970","FALL",114,199.208333333333,"HAKE","WHITE HAKE",786,607,0.772264631043257,0.0115321252059308,9.06425041186161,0.0795109685251019,0.0455013616157036
"1970","SPRING",98,171.033333333333,"HERRING","ALEWIFE",68,50,0.735294117647059,0.18,12.24,0.124897959183673,0.0715649970765933
"1970","SPRING",98,171.033333333333,"HERRING","ATLANTIC HERRING",93,53,0.56989247311828,0.60377358490566,56.1509433962264,0.572968810165576,0.328304093137165
"1970","SPRING",98,171.033333333333,"MACKEREL","ATLANTIC MACKEREL",1,1,1,0,0,0,0
"1970","SPRING",98,171.033333333333,"BUTTERFISH","BUTTERFISH",1,1,1,1,1,0.0102040816326531,0.00584681348664978
"1970","SPRING",98,171.033333333333,"SAND LANCE","NORTHERN SAND LANCE",83,17,0.204819277108434,0.176470588235294,14.6470588235294,0.149459783913565,0.0856386210691644
"1970","SPRING",98,171.033333333333,"POLLOCK","POLLOCK",247,182,0.736842105263158,0,0,0,0
"1970","SPRING",98,171.033333333333,"HAKE","RED HAKE",106,94,0.886792452830189,0.074468085106383,7.8936170212766,0.0805471124620061,0.0461525064584482
"1970","SPRING",98,171.033333333333,"HAKE","SILVER HAKE",2483,278,0.111961337092227,0.26978417266187,669.874100719424,6.83545000734107,3.91662892644372
"1970","SPRING",98,171.033333333333,"HAKE","WHITE HAKE",535,277,0.517757009345794,0,0,0,0
"1971","FALL",125,218.283333333333,"HERRING","ALEWIFE",239,53,0.221757322175732,0.30188679245283,72.1509433962264,0.577207547169811,0.330538031898418
"1971","FALL",125,218.283333333333,"HERRING","ATLANTIC HERRING",340,53,0.155882352941176,0.150943396226415,51.3207547169811,0.410566037735849,0.235110733986323
"1971","FALL",125,218.283333333333,"MACKEREL","ATLANTIC MACKEREL",2,2,1,0,0,0,0
"1971","FALL",125,218.283333333333,"HERRING","BLUEBACK HERRING",1,1,1,0,0,0,0
"1971","FALL",125,218.283333333333,"BUTTERFISH","BUTTERFISH",472,62,0.13135593220339,0.870967741935484,411.096774193548,3.28877419354839,1.88331728270695
"1971","FALL",125,218.283333333333,"POLLOCK","POLLOCK",115,98,0.852173913043478,0.0204081632653061,2.3469387755102,0.0187755102040816,0.0107518001474087
"1971","FALL",125,218.283333333333,"HAKE","RED HAKE",307,235,0.765472312703583,0.102127659574468,31.3531914893617,0.250825531914894,0.143635297347614
"1971","FALL",125,218.283333333333,"HAKE","SILVER HAKE",3420,845,0.247076023391813,0.356213017751479,1218.24852071006,9.74598816568047,5.5810423182869
"1971","FALL",125,218.283333333333,"HAKE","WHITE HAKE",898,541,0.602449888641425,0.0258780036968577,23.2384473197782,0.185907578558226,0.106460016735641
"1971","SPRING",115,200.841666666667,"HERRING","ALEWIFE",326,145,0.44478527607362,0.303448275862069,98.9241379310345,0.860209895052474,0.49254788397677
"1971","SPRING",115,200.841666666667,"HERRING","ATLANTIC HERRING",141,64,0.453900709219858,0.421875,59.484375,0.517255434782609,0.296175469897515
"1971","SPRING",115,200.841666666667,"MACKEREL","ATLANTIC MACKEREL",2,2,1,0,0,0,0
"1971","SPRING",115,200.841666666667,"HERRING","BLUEBACK HERRING",3,3,1,0.333333333333333,1,0.00869565217391304,0.00497904651259284
"1971","SPRING",115,200.841666666667,"BUTTERFISH","BUTTERFISH",1,1,1,0,0,0,0
"1971","SPRING",115,200.841666666667,"SAND LANCE","NORTHERN SAND LANCE",191,20,0.104712041884817,0,0,0,0
"1971","SPRING",115,200.841666666667,"POLLOCK","POLLOCK",251,197,0.784860557768924,0,0,0,0
"1971","SPRING",115,200.841666666667,"HAKE","RED HAKE",175,143,0.817142857142857,0.027972027972028,4.89510489510489,0.0425661295226513,0.0243729549567482
"1971","SPRING",115,200.841666666667,"HAKE","SILVER HAKE",1600,485,0.303125,0.290721649484536,465.154639175258,4.04482294935007,2.31602658400195
"1971","SPRING",115,200.841666666667,"HAKE","WHITE HAKE",284,244,0.859154929577465,0,0,0,0
"1972","FALL",137,214.307258679263,"HERRING","ALEWIFE",510,98,0.192156862745098,0.23469387755102,119.69387755102,0.873677938328616,0.558515275164604
"1972","FALL",137,214.307258679263,"HERRING","ATLANTIC HERRING",100,71,0.71,0.0422535211267606,4.22535211267606,0.0308419862239128,0.0197163275696593
"1972","FALL",137,214.307258679263,"MACKEREL","ATLANTIC MACKEREL",49,35,0.714285714285714,0.171428571428571,8.4,0.0613138686131387,0.0391960592084827
"1972","FALL",137,214.307258679263,"BUTTERFISH","BUTTERFISH",84,39,0.464285714285714,0.846153846153846,71.0769230769231,0.518809657495789,0.331658962533315
"1972","FALL",137,214.307258679263,"SAND LANCE","NORTHERN SAND LANCE",232,35,0.150862068965517,0.485714285714286,112.685714285714,0.82252346193952,0.525813801082503
"1972","FALL",137,214.307258679263,"POLLOCK","POLLOCK",387,178,0.459948320413437,0,0,0,0
"1972","FALL",137,214.307258679263,"HAKE","RED HAKE",824,430,0.521844660194175,0.148837209302326,122.641860465116,0.89519606178917,0.572271145741568
"1972","FALL",137,214.307258679263,"HAKE","SILVER HAKE",4466,1120,0.250783699059561,0.259821428571429,1160.3625,8.46979927007299,5.41448062539322
"1972","FALL",137,214.307258679263,"HAKE","WHITE HAKE",948,615,0.64873417721519,0.0227642276422764,21.5804878048781,0.15752180879473,0.100698818779517
"1972","SPRING",123,214.8475,"HERRING","ALEWIFE",270,132,0.488888888888889,0.310606060606061,83.8636363636364,0.681818181818182,0.390340294225608
"1972","SPRING",123,214.8475,"HERRING","ATLANTIC HERRING",212,100,0.471698113207547,0.82,173.84,1.41333333333333,0.809132058785883
"1972","SPRING",123,214.8475,"MACKEREL","ATLANTIC MACKEREL",9,6,0.666666666666667,0,0,0,0
"1972","SPRING",123,214.8475,"HERRING","BLUEBACK HERRING",17,5,0.294117647058824,1,17,0.138211382113821,0.0791258916208008
"1972","SPRING",123,214.8475,"SAND LANCE","NORTHERN SAND LANCE",7,6,0.857142857142857,0.5,3.5,0.0284552845528455,0.016290624745459
"1972","SPRING",123,214.8475,"POLLOCK","POLLOCK",1090,300,0.275229357798165,0.0166666666666667,18.1666666666667,0.14769647696477,0.0845560998692871
"1972","SPRING",123,214.8475,"HAKE","RED HAKE",468,301,0.643162393162393,0.0598006644518272,27.9867109634552,0.227534235475245,0.130263144618649
"1972","SPRING",123,214.8475,"HAKE","SILVER HAKE",5534,877,0.158474882544272,0.287343215507412,1590.15735461802,12.9281085741302,7.40133050008967
"1972","SPRING",123,214.8475,"HAKE","WHITE HAKE",805,547,0.679503105590062,0,0,0,0
"1973","FALL",120,187.714387164318,"HERRING","ALEWIFE",129,67,0.51937984496124,0.0895522388059701,11.5522388059701,0.0962686567164179,0.0615415737732334
"1973","FALL",120,187.714387164318,"HERRING","ATLANTIC HERRING",14,11,0.785714285714286,0,0,0,0
"1973","FALL",120,187.714387164318,"MACKEREL","ATLANTIC MACKEREL",53,34,0.641509433962264,0.588235294117647,31.1764705882353,0.259803921568627,0.16608460895938
"1973","FALL",120,187.714387164318,"HERRING","BLUEBACK HERRING",4,4,1,0.25,1,0.00833333333333333,0.00532724217416878
"1973","FALL",120,187.714387164318,"BUTTERFISH","BUTTERFISH",115,30,0.260869565217391,0.8,92,0.766666666666667,0.490106280023528
"1973","FALL",120,187.714387164318,"SAND LANCE","NORTHERN SAND LANCE",5,4,0.8,0.25,1.25,0.0104166666666667,0.00665905271771098
"1973","FALL",120,187.714387164318,"POLLOCK","POLLOCK",231,173,0.748917748917749,0,0,0,0
"1973","FALL",120,187.714387164318,"HAKE","RED HAKE",1114,291,0.261220825852783,0.189003436426117,210.549828178694,1.75458190148912,1.12164992443753
"1973","FALL",120,187.714387164318,"HAKE","SILVER HAKE",2936,1008,0.343324250681199,0.215277777777778,632.055555555556,5.26712962962963,3.36711301197324
"1973","FALL",120,187.714387164318,"HAKE","WHITE HAKE",828,572,0.690821256038647,0.00699300699300699,5.79020979020979,0.0482517482517483,0.0308458497916906
"1973","SPRING",114,178.328667806102,"HERRING","ALEWIFE",374,197,0.526737967914438,0.294416243654822,110.111675126904,0.965891887078101,0.617464799583592
"1973","SPRING",114,178.328667806102,"HERRING","ATLANTIC HERRING",1434,178,0.124128312412831,0.0898876404494382,128.898876404494,1.13069189828504,0.722816347984202
"1973","SPRING",114,178.328667806102,"MACKEREL","ATLANTIC MACKEREL",57,9,0.157894736842105,0,0,0,0
"1973","SPRING",114,178.328667806102,"HERRING","BLUEBACK HERRING",5,5,1,0.2,1,0.0087719298245614,0.0056076233412303
"1973","SPRING",114,178.328667806102,"BUTTERFISH","BUTTERFISH",1,1,1,0,0,0,0
"1973","SPRING",114,178.328667806102,"SAND LANCE","NORTHERN SAND LANCE",23,17,0.739130434782609,0.235294117647059,5.41176470588235,0.0474716202270382,0.0303471380819522
"1973","SPRING",114,178.328667806102,"POLLOCK","POLLOCK",439,172,0.391799544419134,0,0,0,0
"1973","SPRING",114,178.328667806102,"HAKE","RED HAKE",1068,424,0.397003745318352,0.0400943396226415,42.8207547169811,0.375620655412115,0.240122663640041
"1973","SPRING",114,178.328667806102,"HAKE","SILVER HAKE",7871,964,0.122474907889722,0.214730290456432,1690.14211618257,14.8258080366892,9.47768038070176
"1973","SPRING",114,178.328667806102,"HAKE","WHITE HAKE",687,461,0.671033478893741,0,0,0,0
"1974","FALL",129,201.792966201641,"HERRING","ALEWIFE",83,46,0.55421686746988,0.130434782608696,10.8260869565217,0.0839231547017189,0.0536494762939546
"1974","FALL",129,201.792966201641,"HERRING","ATLANTIC HERRING",56,23,0.410714285714286,0,0,0,0
"1974","FALL",129,201.792966201641,"MACKEREL","ATLANTIC MACKEREL",130,30,0.230769230769231,0.333333333333333,43.3333333333333,0.335917312661499,0.214741545005253
"1974","FALL",129,201.792966201641,"BUTTERFISH","BUTTERFISH",36,14,0.388888888888889,0.642857142857143,23.1428571428571,0.179401993355482,0.114686143815992
"1974","FALL",129,201.792966201641,"SAND LANCE","NORTHERN SAND LANCE",9,6,0.666666666666667,0.5,4.5,0.0348837209302326,0.0223000835197763
"1974","FALL",129,201.792966201641,"POLLOCK","POLLOCK",174,120,0.689655172413793,0,0,0,0
"1974","FALL",129,201.792966201641,"HAKE","RED HAKE",329,214,0.650455927051672,0.219626168224299,72.2570093457944,0.560131855393755,0.358074965177883
"1974","FALL",129,201.792966201641,"HAKE","SILVER HAKE",3872,1052,0.271694214876033,0.356463878326996,1380.22813688213,10.6994429215669,6.83982282862594
"1974","FALL",129,201.792966201641,"HAKE","WHITE HAKE",470,395,0.840425531914894,0.0177215189873418,8.32911392405063,0.0645667746050437,0.0412755413671246
"1974","SPRING",108,168.942948447886,"HERRING","ALEWIFE",133,62,0.466165413533835,0.112903225806452,15.0161290322581,0.139038231780167,0.0888828398593394
"1974","SPRING",108,168.942948447886,"HERRING","ATLANTIC HERRING",612,98,0.160130718954248,0.23469387755102,143.632653061224,1.32993197278912,0.85018436330612
"1974","SPRING",108,168.942948447886,"MACKEREL","ATLANTIC MACKEREL",5,3,0.6,0,0,0,0
"1974","SPRING",108,168.942948447886,"SAND LANCE","NORTHERN SAND LANCE",56,23,0.410714285714286,0,0,0,0
"1974","SPRING",108,168.942948447886,"POLLOCK","POLLOCK",307,191,0.622149837133551,0,0,0,0
"1974","SPRING",108,168.942948447886,"HAKE","RED HAKE",558,358,0.6415770609319,0.0977653631284916,54.5530726256983,0.50512104283054,0.322908254691236
"1974","SPRING",108,168.942948447886,"HAKE","SILVER HAKE",9785,1060,0.108329075114972,0.294339622641509,2880.11320754717,26.667714884696,17.0478450506953
"1974","SPRING",108,168.942948447886,"HAKE","WHITE HAKE",584,452,0.773972602739726,0.0154867256637168,9.04424778761062,0.0837430350704687,0.0535343313864356
"1975","FALL",136,212.74297211956,"HERRING","ALEWIFE",275,71,0.258181818181818,0,0,0,0
"1975","FALL",136,212.74297211956,"HERRING","ATLANTIC HERRING",258,49,0.189922480620155,0.0408163265306122,10.530612244898,0.0774309723889556,0.0494992250036811
"1975","FALL",136,212.74297211956,"MACKEREL","ATLANTIC MACKEREL",23,16,0.695652173913043,0.0625,1.4375,0.0105698529411765,0.00675697996355967
"1975","FALL",136,212.74297211956,"HERRING","BLUEBACK HERRING",17,8,0.470588235294118,0,0,0,0
"1975","FALL",136,212.74297211956,"BUTTERFISH","BUTTERFISH",31,9,0.290322580645161,0.666666666666667,20.6666666666667,0.151960784313725,0.0971438278819013
"1975","FALL",136,212.74297211956,"SAND LANCE","NORTHERN SAND LANCE",13426,48,0.00357515268881275,0.708333333333333,9510.08333333333,69.9270833333333,44.7022208939938
"1975","FALL",136,212.74297211956,"POLLOCK","POLLOCK",217,108,0.497695852534562,0.0185185185185185,4.01851851851852,0.0295479302832244,0.018889077643703
"1975","FALL",136,212.74297211956,"HAKE","RED HAKE",830,431,0.519277108433735,0.125290023201856,103.990719257541,0.764637641599563,0.488809187074338
"1975","FALL",136,212.74297211956,"HAKE","SILVER HAKE",7589,1495,0.196995651601001,0.225418060200669,1710.69765886288,12.5786592563447,8.04114769018775
"1975","FALL",136,212.74297211956,"HAKE","WHITE HAKE",566,454,0.802120141342756,0.0110132158590308,6.23348017621145,0.0458344130603783,0.0293005221940224
"1975","SPRING",89,139.221503813536,"HERRING","ALEWIFE",486,152,0.312757201646091,0.0460526315789474,22.3815789473684,0.251478415138971,0.160762370282574
"1975","SPRING",89,139.221503813536,"HERRING","ATLANTIC HERRING",247,81,0.327935222672065,0.0987654320987654,24.3950617283951,0.274101817172978,0.175224811255223
"1975","SPRING",89,139.221503813536,"MACKEREL","ATLANTIC MACKEREL",2,2,1,0,0,0,0
"1975","SPRING",89,139.221503813536,"HERRING","BLUEBACK HERRING",28,21,0.75,0.0952380952380952,2.66666666666667,0.0299625468164794,0.0191541291655507
"1975","SPRING",89,139.221503813536,"BUTTERFISH","BUTTERFISH",1,1,1,1,1,0.0112359550561798,0.00718279843708151
"1975","SPRING",89,139.221503813536,"SAND LANCE","NORTHERN SAND LANCE",6,6,1,0.166666666666667,1,0.0112359550561798,0.00718279843708151
"1975","SPRING",89,139.221503813536,"POLLOCK","POLLOCK",132,117,0.886363636363636,0,0,0,0
"1975","SPRING",89,139.221503813536,"HAKE","RED HAKE",977,567,0.580348004094166,0.102292768959436,99.9400352733686,1.12292174464459,0.717849129163423
"1975","SPRING",89,139.221503813536,"HAKE","SILVER HAKE",23115,1121,0.0484966471987887,0.314897413024086,7278.85370205174,81.7848730567611,52.2825389948422
"1975","SPRING",89,139.221503813536,"HAKE","WHITE HAKE",582,421,0.723367697594502,0.0142517814726841,8.29453681710214,0.0931970428887881,0.0595779860861962
"1976","FALL",95,148.607223171751,"HERRING","ALEWIFE",284,74,0.26056338028169,0,0,0,0
"1976","FALL",95,148.607223171751,"HERRING","ATLANTIC HERRING",16,10,0.625,0,0,0,0
