"Year","season","Trawls","Trawls_Efforts","Family","Species","trawlCatch_Num","trawlMeasured_Num","propMeasured","propMeasured_catchable","trawlCatch_catchableNum","trawlCatch_catchablePerTrawl","trawlCatch_catchablePerEffort"
"1968","FALL",1,1.75,"HAKE","RED HAKE",7,7,1,0,0,0,0
"1968","FALL",1,1.75,"HAKE","SILVER HAKE",3,2,0.666666666666667,1,3,3,1.71428571428571
"1968","FALL",1,1.75,"HAKE","WHITE HAKE",2,2,1,0,0,0,0
"1968","SPRING",3,5.25,"HERRING","ALEWIFE",2,2,1,1,2,0.666666666666667,0.380952380952381
"1968","SPRING",3,5.25,"HERRING","ATLANTIC HERRING",5,5,1,0.6,3,1,0.571428571428571
"1968","SPRING",3,5.25,"HERRING","BLUEBACK HERRING",2,2,1,1,2,0.666666666666667,0.380952380952381
"1968","SPRING",3,5.25,"POLLOCK","POLLOCK",1,1,1,0,0,0,0
"1968","SPRING",3,5.25,"HAKE","RED HAKE",14,10,0.714285714285714,0,0,0,0
"1968","SPRING",3,5.25,"HAKE","SILVER HAKE",4,4,1,0,0,0,0
"1968","SPRING",3,5.25,"HAKE","WHITE HAKE",2,2,1,0,0,0,0
"1969","FALL",2,3.5,"HAKE","SILVER HAKE",52,15,0.288461538461538,0.133333333333333,6.93333333333333,3.46666666666667,1.98095238095238
"1969","FALL",2,3.5,"HAKE","WHITE HAKE",77,46,0.597402597402597,0.0217391304347826,1.67391304347826,0.83695652173913,0.478260869565217
"1969","SPRING",2,3.5,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1969","SPRING",2,3.5,"HAKE","RED HAKE",2,2,1,0,0,0,0
"1969","SPRING",2,3.5,"HAKE","WHITE HAKE",10,9,0.9,0,0,0,0
"1970","FALL",3,5.075,"HERRING","ALEWIFE",7,4,0.571428571428571,0.5,3.5,1.16666666666667,0.689655172413793
"1970","FALL",3,5.075,"MACKEREL","ATLANTIC MACKEREL",1,1,1,0,0,0,0
"1970","FALL",3,5.075,"POLLOCK","POLLOCK",1,1,1,0,0,0,0
"1970","FALL",3,5.075,"HAKE","RED HAKE",10,8,0.8,0,0,0,0
"1970","FALL",3,5.075,"HAKE","SILVER HAKE",460,45,0.0978260869565217,0.244444444444444,112.444444444444,37.4814814814815,22.1565407772304
"1970","FALL",3,5.075,"HAKE","WHITE HAKE",104,62,0.596153846153846,0,0,0,0
"1970","SPRING",2,3.5,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1970","SPRING",2,3.5,"HAKE","RED HAKE",7,7,1,0.142857142857143,1,0.5,0.285714285714286
"1970","SPRING",2,3.5,"HAKE","SILVER HAKE",53,15,0.283018867924528,0.266666666666667,14.1333333333333,7.06666666666667,4.03809523809524
"1970","SPRING",2,3.5,"HAKE","WHITE HAKE",34,22,0.647058823529412,0,0,0,0
"1971","FALL",2,3.5,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1971","FALL",2,3.5,"HAKE","RED HAKE",3,3,1,0,0,0,0
"1971","FALL",2,3.5,"HAKE","SILVER HAKE",9,5,0.555555555555556,1,9,4.5,2.57142857142857
"1971","FALL",2,3.5,"HAKE","WHITE HAKE",7,5,0.714285714285714,0,0,0,0
"1971","SPRING",5,8.75,"HERRING","ALEWIFE",23,12,0.521739130434783,0.916666666666667,21.0833333333333,4.21666666666667,2.40952380952381
"1971","SPRING",5,8.75,"HERRING","ATLANTIC HERRING",3,3,1,0.666666666666667,2,0.4,0.228571428571429
"1971","SPRING",5,8.75,"POLLOCK","POLLOCK",1,1,1,0,0,0,0
"1971","SPRING",5,8.75,"HAKE","RED HAKE",6,6,1,0.166666666666667,1,0.2,0.114285714285714
"1971","SPRING",5,8.75,"HAKE","SILVER HAKE",10,9,0.9,0.888888888888889,8.88888888888889,1.77777777777778,1.01587301587302
"1971","SPRING",5,8.75,"HAKE","WHITE HAKE",16,13,0.8125,0,0,0,0
"1972","FALL",6,9.38571935821588,"HERRING","ALEWIFE",15,13,0.866666666666667,0.0769230769230769,1.15384615384615,0.192307692307692,0.122936357865433
"1972","FALL",6,9.38571935821588,"HERRING","ATLANTIC HERRING",2,2,1,0,0,0,0
"1972","FALL",6,9.38571935821588,"BUTTERFISH","BUTTERFISH",2,2,1,1,2,0.333333333333333,0.213089686966751
"1972","FALL",6,9.38571935821588,"POLLOCK","POLLOCK",16,13,0.8125,0,0,0,0
"1972","FALL",6,9.38571935821588,"HAKE","RED HAKE",25,24,0.96,0,0,0,0
"1972","FALL",6,9.38571935821588,"HAKE","SILVER HAKE",352,85,0.241477272727273,0.211764705882353,74.5411764705882,12.4235294117647,7.94197798012551
"1972","FALL",6,9.38571935821588,"HAKE","WHITE HAKE",77,68,0.883116883116883,0,0,0,0
"1972","SPRING",5,8.75,"HERRING","ALEWIFE",4,3,0.75,1,4,0.8,0.457142857142857
"1972","SPRING",5,8.75,"POLLOCK","POLLOCK",9,9,1,0,0,0,0
"1972","SPRING",5,8.75,"HAKE","RED HAKE",18,12,0.666666666666667,0,0,0,0
"1972","SPRING",5,8.75,"HAKE","SILVER HAKE",97,24,0.247422680412371,0.541666666666667,52.5416666666667,10.5083333333333,6.0047619047619
"1972","SPRING",5,8.75,"HAKE","WHITE HAKE",42,28,0.666666666666667,0,0,0,0
"1973","FALL",3,4.69285967910794,"HERRING","ALEWIFE",15,9,0.6,0,0,0,0
"1973","FALL",3,4.69285967910794,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1973","FALL",3,4.69285967910794,"MACKEREL","ATLANTIC MACKEREL",2,2,1,0,0,0,0
"1973","FALL",3,4.69285967910794,"POLLOCK","POLLOCK",14,11,0.785714285714286,0,0,0,0
"1973","FALL",3,4.69285967910794,"HAKE","RED HAKE",3,3,1,0,0,0,0
"1973","FALL",3,4.69285967910794,"HAKE","SILVER HAKE",36,21,0.583333333333333,0.333333333333333,12,4,2.55707624360102
"1973","FALL",3,4.69285967910794,"HAKE","WHITE HAKE",11,11,1,0,0,0,0
"1973","SPRING",1,1.56428655970265,"HAKE","RED HAKE",1,1,1,0,0,0,0
"1973","SPRING",1,1.56428655970265,"HAKE","SILVER HAKE",43,9,0.209302325581395,0,0,0,0
"1973","SPRING",1,1.56428655970265,"HAKE","WHITE HAKE",4,3,0.75,0,0,0,0
"1974","FALL",3,4.69285967910794,"HERRING","ALEWIFE",11,5,0.454545454545455,0,0,0,0
"1974","FALL",3,4.69285967910794,"POLLOCK","POLLOCK",59,23,0.389830508474576,0,0,0,0
"1974","FALL",3,4.69285967910794,"HAKE","RED HAKE",10,10,1,0,0,0,0
"1974","FALL",3,4.69285967910794,"HAKE","SILVER HAKE",57,22,0.385964912280702,0.272727272727273,15.5454545454545,5.18181818181818,3.31257604284677
"1974","FALL",3,4.69285967910794,"HAKE","WHITE HAKE",20,17,0.85,0,0,0,0
"1974","SPRING",4,6.25714623881059,"HERRING","ATLANTIC HERRING",8,8,1,0,0,0,0
"1974","SPRING",4,6.25714623881059,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1974","SPRING",4,6.25714623881059,"HAKE","RED HAKE",53,33,0.622641509433962,0.0303030303030303,1.60606060606061,0.401515151515152,0.256676213846314
"1974","SPRING",4,6.25714623881059,"HAKE","SILVER HAKE",1404,31,0.0220797720797721,0.387096774193548,543.483870967742,135.870967741935,86.8581059519958
"1974","SPRING",4,6.25714623881059,"HAKE","WHITE HAKE",58,30,0.517241379310345,0.0333333333333333,1.93333333333333,0.483333333333333,0.308980046101789
"1975","FALL",4,6.25714623881059,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1975","FALL",4,6.25714623881059,"POLLOCK","POLLOCK",8,8,1,0,0,0,0
"1975","FALL",4,6.25714623881059,"HAKE","RED HAKE",27,24,0.888888888888889,0.0416666666666667,1.125,0.28125,0.179794423378196
"1975","FALL",4,6.25714623881059,"HAKE","SILVER HAKE",125,54,0.432,0.333333333333333,41.6666666666667,10.4166666666667,6.65905271771098
"1975","FALL",4,6.25714623881059,"HAKE","WHITE HAKE",12,10,0.833333333333333,0,0,0,0
"1975","SPRING",2,3.12857311940529,"HERRING","ALEWIFE",1,1,1,0,0,0,0
"1975","SPRING",2,3.12857311940529,"HAKE","RED HAKE",33,22,0.666666666666667,0,0,0,0
"1975","SPRING",2,3.12857311940529,"HAKE","SILVER HAKE",383,40,0.10443864229765,0.425,162.775,81.3875,52.0285106940194
"1975","SPRING",2,3.12857311940529,"HAKE","WHITE HAKE",19,14,0.736842105263158,0,0,0,0
"1976","FALL",5,7.82143279851323,"HERRING","ALEWIFE",12,4,0.333333333333333,0,0,0,0
"1976","FALL",5,7.82143279851323,"HERRING","ATLANTIC HERRING",7,4,0.571428571428571,0,0,0,0
"1976","FALL",5,7.82143279851323,"POLLOCK","POLLOCK",13,13,1,0,0,0,0
"1976","FALL",5,7.82143279851323,"HAKE","RED HAKE",15,13,0.866666666666667,0,0,0,0
"1976","FALL",5,7.82143279851323,"HAKE","SILVER HAKE",197,62,0.314720812182741,0.32258064516129,63.5483870967742,12.7096774193548,8.12490354821613
"1976","FALL",5,7.82143279851323,"HAKE","WHITE HAKE",51,41,0.803921568627451,0,0,0,0
"1976","SPRING",5,7.82143279851323,"HERRING","ALEWIFE",11,9,0.818181818181818,0.111111111111111,1.22222222222222,0.244444444444444,0.156265770442284
"1976","SPRING",5,7.82143279851323,"HERRING","ATLANTIC HERRING",13,5,0.384615384615385,0,0,0,0
"1976","SPRING",5,7.82143279851323,"POLLOCK","POLLOCK",18,13,0.722222222222222,0,0,0,0
"1976","SPRING",5,7.82143279851323,"HAKE","RED HAKE",85,56,0.658823529411765,0,0,0,0
"1976","SPRING",5,7.82143279851323,"HAKE","SILVER HAKE",559,114,0.203935599284436,0.236842105263158,132.394736842105,26.4789473684211,16.9271718178378
"1976","SPRING",5,7.82143279851323,"HAKE","WHITE HAKE",139,65,0.467625899280576,0,0,0,0
"1977","FALL",4,6.25714623881059,"HERRING","ALEWIFE",22,12,0.545454545454545,0,0,0,0
"1977","FALL",4,6.25714623881059,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1977","FALL",4,6.25714623881059,"POLLOCK","POLLOCK",10,10,1,0,0,0,0
"1977","FALL",4,6.25714623881059,"HAKE","RED HAKE",55,38,0.690909090909091,0,0,0,0
"1977","FALL",4,6.25714623881059,"HAKE","SILVER HAKE",295,81,0.274576271186441,0.197530864197531,58.2716049382716,14.5679012345679,9.31280854150987
"1977","FALL",4,6.25714623881059,"HAKE","WHITE HAKE",98,69,0.704081632653061,0,0,0,0
"1977","SPRING",4,6.25714623881059,"HERRING","ALEWIFE",3,3,1,0.666666666666667,2,0.5,0.319634530450127
"1977","SPRING",4,6.25714623881059,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1977","SPRING",4,6.25714623881059,"HERRING","BLUEBACK HERRING",1,1,1,1,1,0.25,0.159817265225063
"1977","SPRING",4,6.25714623881059,"HAKE","RED HAKE",28,18,0.642857142857143,0,0,0,0
"1977","SPRING",4,6.25714623881059,"HAKE","SILVER HAKE",180,72,0.4,0.25,45,11.25,7.19177693512786
"1977","SPRING",4,6.25714623881059,"HAKE","WHITE HAKE",32,30,0.9375,0,0,0,0
"1978","FALL",12,18.7714387164318,"HERRING","ALEWIFE",168,40,0.238095238095238,0,0,0,0
"1978","FALL",12,18.7714387164318,"HERRING","ATLANTIC HERRING",8,5,0.625,0,0,0,0
"1978","FALL",12,18.7714387164318,"MACKEREL","ATLANTIC MACKEREL",7,4,0.571428571428571,0,0,0,0
"1978","FALL",12,18.7714387164318,"BUTTERFISH","BUTTERFISH",1,1,1,0,0,0,0
"1978","FALL",12,18.7714387164318,"POLLOCK","POLLOCK",40,33,0.825,0,0,0,0
"1978","FALL",12,18.7714387164318,"HAKE","RED HAKE",171,98,0.573099415204678,0.0102040816326531,1.74489795918367,0.145408163265306,0.092954939977843
"1978","FALL",12,18.7714387164318,"HAKE","SILVER HAKE",728,194,0.266483516483516,0.381443298969072,277.690721649485,23.1408934707904,14.793257237465
"1978","FALL",12,18.7714387164318,"HAKE","WHITE HAKE",54,49,0.907407407407407,0.0408163265306122,2.20408163265306,0.183673469387755,0.117416766287802
"1978","SPRING",5,7.82143279851323,"HERRING","ALEWIFE",4,4,1,0.5,2,0.4,0.255707624360102
"1978","SPRING",5,7.82143279851323,"HAKE","RED HAKE",43,31,0.720930232558139,0,0,0,0
"1978","SPRING",5,7.82143279851323,"HAKE","SILVER HAKE",58,31,0.53448275862069,0.0645161290322581,3.74193548387097,0.748387096774193,0.478420716544706
"1978","SPRING",5,7.82143279851323,"HAKE","WHITE HAKE",7,6,0.857142857142857,0,0,0,0
"1979","FALL",16,25.0285849552423,"HERRING","ALEWIFE",39,19,0.487179487179487,0.0526315789473684,2.05263157894737,0.128289473684211,0.0820114913654931
"1979","FALL",16,25.0285849552423,"HERRING","ATLANTIC HERRING",10,7,0.7,0,0,0,0
"1979","FALL",16,25.0285849552423,"MACKEREL","ATLANTIC MACKEREL",15,10,0.666666666666667,0,0,0,0
"1979","FALL",16,25.0285849552423,"BUTTERFISH","BUTTERFISH",74,10,0.135135135135135,1,74,4.625,2.95661940666367
"1979","FALL",16,25.0285849552423,"POLLOCK","POLLOCK",11,8,0.727272727272727,0,0,0,0
"1979","FALL",16,25.0285849552423,"HAKE","RED HAKE",97,72,0.742268041237113,0.0138888888888889,1.34722222222222,0.0842013888888889,0.0538273428014971
"1979","FALL",16,25.0285849552423,"HAKE","SILVER HAKE",589,186,0.315789473684211,0.381720430107527,224.833333333333,14.0520833333333,8.98306211619211
"1979","FALL",16,25.0285849552423,"HAKE","WHITE HAKE",114,82,0.719298245614035,0,0,0,0
"1979","SPRING",7,10.9500059179185,"HERRING","ALEWIFE",65,23,0.353846153846154,0.782608695652174,50.8695652173913,7.26708074534162,4.64561988356085
"1979","SPRING",7,10.9500059179185,"HERRING","BLUEBACK HERRING",189,25,0.132275132275132,0.8,151.2,21.6,13.8082117154455
"1979","SPRING",7,10.9500059179185,"SAND LANCE","NORTHERN SAND LANCE",6,3,0.5,0,0,0,0
"1979","SPRING",7,10.9500059179185,"POLLOCK","POLLOCK",1,1,1,0,0,0,0
"1979","SPRING",7,10.9500059179185,"HAKE","RED HAKE",368,43,0.116847826086957,0,0,0,0
"1979","SPRING",7,10.9500059179185,"HAKE","SILVER HAKE",306,76,0.248366013071895,0.184210526315789,56.3684210526316,8.05263157894737,5.14779822724941
"1979","SPRING",7,10.9500059179185,"HAKE","WHITE HAKE",34,26,0.764705882352941,0,0,0,0
"1980","FALL",8,12.5142924776212,"HERRING","ALEWIFE",6,6,1,0.166666666666667,1,0.125,0.0799086326125317
"1980","FALL",8,12.5142924776212,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1980","FALL",8,12.5142924776212,"HERRING","BLUEBACK HERRING",1,1,1,1,1,0.125,0.0799086326125317
"1980","FALL",8,12.5142924776212,"POLLOCK","POLLOCK",21,18,0.857142857142857,0,0,0,0
"1980","FALL",8,12.5142924776212,"HAKE","RED HAKE",122,74,0.60655737704918,0.0135135135135135,1.64864864864865,0.206081081081081,0.131741259172012
"1980","FALL",8,12.5142924776212,"HAKE","SILVER HAKE",376,118,0.313829787234043,0.398305084745763,149.762711864407,18.7203389830508,11.9673335214293
"1980","FALL",8,12.5142924776212,"HAKE","WHITE HAKE",97,67,0.690721649484536,0,0,0,0
"1980","SPRING",4,6.25714623881059,"HERRING","ALEWIFE",700,14,0.02,0.642857142857143,450,112.5,71.9177693512786
"1980","SPRING",4,6.25714623881059,"HERRING","ATLANTIC HERRING",475,18,0.0378947368421053,0.166666666666667,79.1666666666667,19.7916666666667,12.6522001636509
"1980","SPRING",4,6.25714623881059,"HERRING","BLUEBACK HERRING",505,10,0.0198019801980198,0.8,404,101,64.5661751509256
"1980","SPRING",4,6.25714623881059,"SAND LANCE","NORTHERN SAND LANCE",148,11,0.0743243243243243,0.181818181818182,26.9090909090909,6.72727272727273,4.30053731878353
"1980","SPRING",4,6.25714623881059,"POLLOCK","POLLOCK",21,13,0.619047619047619,0,0,0,0
"1980","SPRING",4,6.25714623881059,"HAKE","RED HAKE",13,12,0.923076923076923,0,0,0,0
"1980","SPRING",4,6.25714623881059,"HAKE","SILVER HAKE",79,29,0.367088607594937,0.206896551724138,16.3448275862069,4.08620689655172,2.61218564540276
"1980","SPRING",4,6.25714623881059,"HAKE","WHITE HAKE",5,4,0.8,0,0,0,0
"1981","FALL",5,8.26190645273863,"HERRING","ALEWIFE",5,5,1,0.2,1,0.2,0.12103743920612
"1981","FALL",5,8.26190645273863,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1981","FALL",5,8.26190645273863,"MACKEREL","ATLANTIC MACKEREL",1,1,1,0,0,0,0
"1981","FALL",5,8.26190645273863,"POLLOCK","POLLOCK",8,8,1,0,0,0,0
"1981","FALL",5,8.26190645273863,"HAKE","RED HAKE",69,39,0.565217391304348,0.0512820512820513,3.53846153846154,0.707692307692308,0.428286323344731
"1981","FALL",5,8.26190645273863,"HAKE","SILVER HAKE",92,47,0.510869565217391,0.276595744680851,25.4468085106383,5.08936170212766,3.08001653809615
"1981","FALL",5,8.26190645273863,"HAKE","WHITE HAKE",39,27,0.692307692307692,0.111111111111111,4.33333333333333,0.866666666666667,0.524495569893186
"1981","SPRING",2,3.12857311940529,"HERRING","ALEWIFE",15,9,0.6,0.222222222222222,3.33333333333333,1.66666666666667,1.06544843483376
"1981","SPRING",2,3.12857311940529,"HERRING","ATLANTIC HERRING",5,2,0.4,0,0,0,0
"1981","SPRING",2,3.12857311940529,"SAND LANCE","NORTHERN SAND LANCE",1,1,1,0,0,0,0
"1981","SPRING",2,3.12857311940529,"POLLOCK","POLLOCK",4,4,1,0,0,0,0
"1981","SPRING",2,3.12857311940529,"HAKE","RED HAKE",46,24,0.521739130434783,0,0,0,0
"1981","SPRING",2,3.12857311940529,"HAKE","SILVER HAKE",181,34,0.187845303867403,0.205882352941176,37.2647058823529,18.6323529411765,11.911086767068
"1981","SPRING",2,3.12857311940529,"HAKE","WHITE HAKE",12,11,0.916666666666667,0,0,0,0
"1982","FALL",5,8.75,"HERRING","ALEWIFE",46,9,0.195652173913043,0.333333333333333,15.3333333333333,3.06666666666667,1.75238095238095
"1982","FALL",5,8.75,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1982","FALL",5,8.75,"MACKEREL","ATLANTIC MACKEREL",26,13,0.5,0,0,0,0
"1982","FALL",5,8.75,"BUTTERFISH","BUTTERFISH",43,12,0.27906976744186,0.416666666666667,17.9166666666667,3.58333333333333,2.04761904761905
"1982","FALL",5,8.75,"POLLOCK","POLLOCK",8,8,1,0,0,0,0
"1982","FALL",5,8.75,"HAKE","RED HAKE",10,10,1,0,0,0,0
"1982","FALL",5,8.75,"HAKE","SILVER HAKE",478,97,0.202928870292887,0.34020618556701,162.618556701031,32.5237113402062,18.5849779086893
"1982","FALL",5,8.75,"HAKE","WHITE HAKE",71,26,0.366197183098592,0.115384615384615,8.19230769230769,1.63846153846154,0.936263736263736
"1982","SPRING",7,12.25,"HERRING","ALEWIFE",4,4,1,0,0,0,0
"1982","SPRING",7,12.25,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1982","SPRING",7,12.25,"SAND LANCE","NORTHERN SAND LANCE",3,3,1,0.333333333333333,1,0.142857142857143,0.0816326530612245
"1982","SPRING",7,12.25,"POLLOCK","POLLOCK",3,3,1,0,0,0,0
"1982","SPRING",7,12.25,"HAKE","RED HAKE",120,58,0.483333333333333,0.0344827586206897,4.13793103448276,0.591133004926108,0.337790288529205
"1982","SPRING",7,12.25,"HAKE","SILVER HAKE",261,104,0.398467432950192,0.336538461538462,87.8365384615385,12.5480769230769,7.17032967032967
"1982","SPRING",7,12.25,"HAKE","WHITE HAKE",31,28,0.903225806451613,0,0,0,0
"1983","FALL",6,10.5,"HERRING","ALEWIFE",87,9,0.103448275862069,0.333333333333333,29,4.83333333333333,2.76190476190476
"1983","FALL",6,10.5,"HERRING","ATLANTIC HERRING",8,8,1,0.25,2,0.333333333333333,0.19047619047619
"1983","FALL",6,10.5,"MACKEREL","ATLANTIC MACKEREL",25,11,0.44,0,0,0,0
"1983","FALL",6,10.5,"BUTTERFISH","BUTTERFISH",229,14,0.0611353711790393,0.785714285714286,179.928571428571,29.9880952380952,17.1360544217687
"1983","FALL",6,10.5,"POLLOCK","POLLOCK",14,13,0.928571428571429,0,0,0,0
"1983","FALL",6,10.5,"HAKE","RED HAKE",127,56,0.440944881889764,0,0,0,0
"1983","FALL",6,10.5,"HAKE","SILVER HAKE",856,101,0.117990654205607,0.158415841584158,135.60396039604,22.6006600660066,12.9146628948609
"1983","FALL",6,10.5,"HAKE","WHITE HAKE",173,95,0.549132947976879,0,0,0,0
"1983","SPRING",6,9.85833333333333,"HERRING","ALEWIFE",30,11,0.366666666666667,0.0909090909090909,2.72727272727273,0.454545454545455,0.276646430492584
"1983","SPRING",6,9.85833333333333,"HERRING","ATLANTIC HERRING",9,8,0.888888888888889,0,0,0,0
"1983","SPRING",6,9.85833333333333,"SAND LANCE","NORTHERN SAND LANCE",14,10,0.714285714285714,0.5,7,1.16666666666667,0.710059171597633
"1983","SPRING",6,9.85833333333333,"POLLOCK","POLLOCK",14,12,0.857142857142857,0,0,0,0
"1983","SPRING",6,9.85833333333333,"HAKE","RED HAKE",45,36,0.8,0.0277777777777778,1.25,0.208333333333333,0.126796280642434
"1983","SPRING",6,9.85833333333333,"HAKE","SILVER HAKE",90,45,0.5,0,0,0,0
"1983","SPRING",6,9.85833333333333,"HAKE","WHITE HAKE",25,16,0.64,0,0,0,0
"1984","FALL",5,8.75,"HERRING","ATLANTIC HERRING",4,4,1,0,0,0,0
"1984","FALL",5,8.75,"POLLOCK","POLLOCK",3,3,1,0.333333333333333,1,0.2,0.114285714285714
"1984","FALL",5,8.75,"HAKE","RED HAKE",141,59,0.418439716312057,0,0,0,0
"1984","FALL",5,8.75,"HAKE","SILVER HAKE",120,45,0.375,0.133333333333333,16,3.2,1.82857142857143
"1984","FALL",5,8.75,"HAKE","WHITE HAKE",25,23,0.92,0,0,0,0
"1984","SPRING",3,5.25,"HERRING","ALEWIFE",75,10,0.133333333333333,0.8,60,20,11.4285714285714
"1984","SPRING",3,5.25,"HERRING","ATLANTIC HERRING",4,3,0.75,0,0,0,0
"1984","SPRING",3,5.25,"HERRING","BLUEBACK HERRING",11,7,0.636363636363636,1,11,3.66666666666667,2.0952380952381
"1984","SPRING",3,5.25,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1984","SPRING",3,5.25,"HAKE","RED HAKE",24,17,0.708333333333333,0,0,0,0
"1984","SPRING",3,5.25,"HAKE","SILVER HAKE",36,21,0.583333333333333,0.142857142857143,5.14285714285714,1.71428571428571,0.979591836734694
"1984","SPRING",3,5.25,"HAKE","WHITE HAKE",2,2,1,0,0,0,0
"1985","FALL",5,8.75,"HERRING","ALEWIFE",245,19,0.0775510204081633,0.105263157894737,25.7894736842105,5.1578947368421,2.94736842105263
"1985","FALL",5,8.75,"HERRING","ATLANTIC HERRING",18,14,0.777777777777778,0.357142857142857,6.42857142857143,1.28571428571429,0.73469387755102
"1985","FALL",5,8.75,"MACKEREL","ATLANTIC MACKEREL",33,15,0.454545454545455,0,0,0,0
"1985","FALL",5,8.75,"BUTTERFISH","BUTTERFISH",117,11,0.094017094017094,0.818181818181818,95.7272727272727,19.1454545454545,10.9402597402597
"1985","FALL",5,8.75,"POLLOCK","POLLOCK",26,11,0.423076923076923,0,0,0,0
"1985","FALL",5,8.75,"HAKE","RED HAKE",74,38,0.513513513513513,0,0,0,0
"1985","FALL",5,8.75,"HAKE","SILVER HAKE",216,72,0.333333333333333,0.361111111111111,78,15.6,8.91428571428571
"1985","FALL",5,8.75,"HAKE","WHITE HAKE",5,5,1,0,0,0,0
"1985","SPRING",7,12.25,"HERRING","ALEWIFE",36,23,0.638888888888889,0.478260869565217,17.2173913043478,2.45962732919255,1.40550133096717
"1985","SPRING",7,12.25,"HERRING","BLUEBACK HERRING",3,3,1,1,3,0.428571428571429,0.244897959183673
"1985","SPRING",7,12.25,"HAKE","RED HAKE",32,28,0.875,0,0,0,0
